#q1           q2            q3            q4            lamb1         lamb2         lamb3         lamb4         
-7.7272804226624111e-17  1.0000000000000000e+00  -1.6854241714376419e-01  2.4118447832188785e+00  -1.6740888090872880e-01  1.9514076706426897e-01  7.0839911333369032e-02  6.6913204782300284e-02  
1.4703398888612918e-16  1.0000000000000002e+00  3.5007275202603816e-01  2.2457318492462837e+00  4.7756279832371340e-01  -7.2249052083711768e-02  -2.3127807512126328e-01  1.5444748683552956e-01  
1.9251794279121532e-16  9.9999999999999978e-01  2.0215743620407527e+00  1.0326249950256821e+01  6.5292946157878751e-01  8.4359967043748441e-01  -2.8597907749944018e-01  2.5352489471693180e-02  
-7.9808478842920086e-17  1.0000000000000007e+00  3.4570640021721072e-01  2.6005763613136788e+00  3.1893197044159266e-01  2.6377236803097476e-01  -1.3337530099478948e-01  5.8715959909739150e-02  
3.6596235455710218e-16  1.0000000000000004e+00  7.3940139400224114e-01  2.9072113838093729e+00  8.3964426907309886e-01  2.2029824870456935e-01  -4.0311385731456517e-01  1.2499885240596280e-01  
2.7772452217284326e-17  1.0000000000000002e+00  5.2571484761173792e-01  2.5184138564542033e+00  6.4465854866543759e-01  8.1637688329495459e-02  -3.0677383769493766e-01  1.3108958481564556e-01  
-8.1643397639764963e-17  1.0000000000000000e+00  -1.4321431874286349e-02  2.5649317946263150e+00  -1.1538266887474708e-02  3.2464995893539289e-01  4.4991662006531770e-03  3.4201044484989632e-02  
2.2957391641117117e-16  1.0000000000000000e+00  2.9682895323680852e-01  2.4405175906262144e+00  3.1059358285948813e-01  1.6786542236424276e-01  -1.3534819671261505e-01  8.0392264835942959e-02  
-1.6199691913762022e-16  1.0000000000000004e+00  2.6634481038533736e-01  2.6075227058653487e+00  2.2804993901931492e-01  3.0105577266852362e-01  -9.2068855127772825e-02  4.5201393537884653e-02  
-1.2627794077976369e-15  1.0000000000000020e+00  -2.5519058320493153e+00  1.4706128039494780e+01  -6.3070767839560216e-01  9.3392402341251768e-01  2.8722982394075819e-01  2.2628361764546523e-02  
1.5029598427285524e-16  1.0000000000000002e+00  -1.3184705564435464e-01  2.3263657493537946e+00  -1.4186069736119941e-01  1.2966041710176693e-01  6.1740948403472405e-02  8.2220546445464920e-02  
0.0000000000000000e+00  1.0000000000000004e+00  -1.8607819207049628e-01  2.5300422754643050e+00  -1.6400797223633468e-01  2.7761986065196465e-01  6.6482843756632465e-02  4.7615143181496546e-02  
-2.8378614700319042e-16  1.0000000000000004e+00  -7.4111998721414629e-01  2.9093856624840937e+00  -8.4217277755641851e-01  2.2051400079171207e-01  4.0456451914129266e-01  1.2532409942956688e-01  
7.3713540790698963e-16  1.0000000000000009e+00  1.7426125175434148e+00  7.6157168963441935e+00  7.9578168098457958e-01  8.2272331695235723e-01  -3.5929712879147907e-01  4.0472236735041897e-02  
-2.5635434679107822e-17  1.0000000000000002e+00  -1.9421505654667046e-01  2.1731288025621387e+00  -2.5709960538233806e-01  -6.5263924243590662e-02  1.2148741732508941e-01  1.3820072514193907e-01  
-2.3345381287935441e-16  1.0000000000000002e+00  -1.4278918977207455e-01  2.0875262397620920e+00  -2.0481040988816729e-01  -1.6434609524894297e-01  9.9536999034294832e-02  1.6422914676602146e-01  
-3.3322687375062509e-16  1.0000000000000002e+00  -4.8981970857587537e-01  2.5649534487046246e+00  -5.4710941253595913e-01  1.5165484424549588e-01  2.5011329509336760e-01  1.0372718226009388e-01  
8.2623367529534345e-17  1.0000000000000002e+00  2.7358156457507471e-01  2.6911034053964999e+00  2.1621475326425321e-01  3.4554374155732714e-01  -8.4901081641853282e-02  3.5170947758383121e-02  
8.5615919505798640e-15  1.0000000000000002e+00  3.5813724288240079e-01  2.0115899593743904e+00  6.5960878122546052e-01  -4.7541671182964934e-01  -3.5850169753263428e-01  2.9031908830898079e-01  
-8.0023661825368038e-17  1.0000000000000002e+00  4.7310772002112567e-01  2.7044826411521683e+00  4.5039863359794768e-01  2.6371882335635621e-01  -1.9372169664771643e-01  6.9099726558764771e-02  
5.6687457651704649e-17  9.9999999999999967e-01  1.7622493880545190e-01  1.8825061083693806e+00  3.3625478647840013e-01  -5.8240844228694311e-01  -1.8264890233902095e-01  3.0031492984708219e-01  
5.7917893555895230e-16  9.9999999999999967e-01  1.3092941007680519e+00  4.3571775283414693e+00  1.3053579740120649e+00  6.0882315656748409e-01  -6.8140543264089493e-01  1.4107951824521187e-01  
-8.0473589222738492e-17  1.0000000000000002e+00  -3.5015764410088140e-01  2.6332139588383576e+00  -3.1378933592284780e-01  2.8257602519179448e-01  1.2992092149303147e-01  5.4242303314074203e-02  
-1.5675781634160017e-16  1.0000000000000000e+00  -2.3015234128424869e-01  2.4778989490753962e+00  -2.2028823639335218e-01  2.2661776741695949e-01  9.2331384149393431e-02  6.1596066912038915e-02  
-1.6980857276124613e-16  1.0000000000000002e+00  -5.0624015228346397e-01  2.3211698115135984e+00  -7.5317241317549954e-01  -1.2515753871100224e-01  3.8439496107830284e-01  1.9754086487169181e-01  
-1.2280494605602500e-15  1.0000000000000004e+00  -1.5206253666825029e+00  5.7971217206358281e+00  -9.9066150171943990e-01  7.6575582020382704e-01  4.7202389430914893e-01  6.9940004706107950e-02  
-2.0427104064662704e-16  9.9999999999999989e-01  7.4331775575599335e-01  2.8727479222582377e+00  8.7720458720573158e-01  1.9367992472950449e-01  -4.2745450101137217e-01  1.3626706502400071e-01  
2.5187575455136467e-23  1.0000000000000004e+00  2.2135382756469493e-01  1.8460725611930093e+00  4.5695902439921604e-01  -7.1715001043975535e-01  -2.5642059264492695e-01  3.5271894433843481e-01  
-3.8063390935571083e-17  9.9999999999999989e-01  -4.6008505961681689e-01  2.3899002934754683e+00  -5.9817363557040770e-01  6.5452597937004919e-03  2.8825308396538901e-01  1.4485670136071463e-01  
1.1201904658134940e-15  9.9999999999999878e-01  1.5018229325099508e+00  4.8814044355292054e+00  1.5330116326703027e+00  7.6760447331541004e-01  -8.4788434641642740e-01  1.6823577944869986e-01  
-1.6340954588922909e-16  9.9999999999999967e-01  2.4304571761086935e-01  2.6290805053475128e+00  2.0003353635030394e-01  3.2162846999084527e-01  -7.9456151845341022e-02  3.9431798637052831e-02  
7.8940004770927125e-17  1.0000000000000002e+00  5.5457058657102751e-02  2.4512011787246153e+00  5.0821868009875558e-02  2.4716222663041526e-01  -2.0780237665234652e-02  5.1926865870450971e-02  
3.1485411657846934e-21  1.0000000000000004e+00  -3.4182857421890533e-02  1.9225594223351843e+00  -5.9059269729022271e-02  -4.3137158201940790e-01  3.0744886330050424e-02  2.4263177337453593e-01  
3.4509101821418984e-17  1.0000000000000002e+00  2.6779187739333087e-02  2.1289116364090814e+00  3.5490784433489173e-02  -7.7576295968812506e-02  -1.6679363895346147e-02  1.3580795834951903e-01  
2.7136991032469542e-16  9.9999999999999978e-01  1.4575316658237902e-01  1.8301207985903742e+00  2.9523140419017507e-01  -6.9614924273132950e-01  -1.6382066603840886e-01  3.3658032708014013e-01  
6.3734782121139117e-16  1.0000000000000000e+00  -1.2639028336761158e+00  4.7913625797939874e+00  -9.0237506624787178e-01  6.3511973704092151e-01  4.1558747083422459e-01  6.8119822402236713e-02  
-1.3470936784199957e-15  1.0000000000000000e+00  -4.4853073000076765e-01  2.4469079622696435e+00  -5.4058632272648965e-01  7.6101103949824445e-02  2.5278042411328477e-01  1.2137125454759370e-01  
-3.1440906535904531e-17  1.0000000000000007e+00  -5.9501910453778828e-01  2.2800050832816190e+00  -1.0540432248063014e+00  -3.0783585188291457e-01  5.8232155617742198e-01  2.9113411588029087e-01  
-2.2416756016935497e-16  1.0000000000000000e+00  -3.2466425869392884e-01  2.4809137466477913e+00  -3.3300432513708900e-01  1.8698131352833253e-01  1.4444734333802739e-01  7.7262666115940293e-02  
-1.5726596827766406e-16  1.0000000000000002e+00  -1.2671303118278315e-01  2.4519338028401991e+00  -1.1828406194880811e-01  2.3703141872332417e-01  4.8807567391842777e-02  5.5516468914176539e-02  
6.2969131086574952e-17  1.0000000000000000e+00  4.5722489303615826e-01  2.3107804796389018e+00  6.4797219629225344e-01  -8.6136568485807488e-02  -3.2248321639224042e-01  1.7468288458826489e-01  
7.9552072069332546e-17  1.0000000000000002e+00  3.8139477409990280e-01  2.6134265909321974e+00  3.5951999345879893e-01  2.5469085624782478e-01  -1.5217646070867263e-01  6.3588567053758593e-02  
7.5438828714291849e-16  1.0000000000000000e+00  -1.0912689315020485e-01  1.7047224687335438e+00  -2.6326499130919262e-01  -1.0690432592190138e+00  1.5580437392043758e-01  4.6768519784377133e-01  
-5.3205025228450094e-16  1.0000000000000002e+00  2.1902574067787756e-01  2.3846903176519083e+00  2.3049779355155298e-01  1.5455453867108482e-01  -9.9996196918645558e-02  7.9318071233673487e-02  
2.0753374847249706e-16  1.0000000000000002e+00  5.6567394805486226e-01  2.4896131760731595e+00  7.5436309364685661e-01  1.5498738496039190e-02  -3.7275419831152129e-01  1.6082564105127145e-01  
-7.0880165544155256e-16  1.0000000000000000e+00  6.5715871786204805e-01  2.4829549240862980e+00  1.0103227374450732e+00  -9.4725229177780798e-02  -5.3471272572811035e-01  2.2590259536962909e-01  
-8.0527705278983857e-17  1.0000000000000002e+00  -2.9369584140854149e-01  2.6009446407728123e+00  -2.5873831502343564e-01  2.8664371303820979e-01  1.0581669704691117e-01  4.9976683220743778e-02  
-1.5427786734203480e-16  1.0000000000000002e+00  -1.1890171279621044e-01  2.3931067302616942e+00  -1.1812495158928572e-01  1.9216467755843464e-01  4.9866124633136055e-02  6.6175292117249956e-02  
5.4969161005319602e-16  1.0000000000000002e+00  2.1004685595840972e-01  2.4752460445895395e+00  1.9909673583108961e-01  2.3170007108748955e-01  -8.3023865006653624e-02  5.9480608458579255e-02  
1.5547800288380189e-16  1.0000000000000000e+00  -4.0755553628172347e-01  2.5571407394858050e+00  -4.1807432724353222e-01  2.0004971293782620e-01  1.8312367849138084e-01  8.0539151442081833e-02  
-8.1156253059211040e-17  1.0000000000000000e+00  2.1571363675130573e-01  2.5904143538040572e+00  1.8147943153940882e-01  3.0733861789071687e-01  -7.2491085588173645e-02  4.1714823605019900e-02  
-8.9878543929870935e-16  9.9999999999999889e-01  1.9303378929236639e+00  9.5878790545419914e+00  6.6379831873397199e-01  8.2886971311880420e-01  -2.8972145004710892e-01  2.6597161067007619e-02  
-1.8195588175798977e-16  1.0000000000000004e+00  -3.1666086947430433e-01  2.1788376911519083e+00  -4.5387954798180341e-01  -1.3657413585716499e-01  2.2324489135869163e-01  1.7041506142882301e-01  
7.7829329205278250e-17  1.0000000000000000e+00  -2.4284414709850427e-01  2.4621629869730772e+00  -2.3842815003707732e-01  2.0971515999474369e-01  1.0098202854703825e-01  6.6419076159438276e-02  
-7.8261189982650800e-17  1.0000000000000002e+00  -3.0757752615568035e-01  2.5126814124291301e+00  -3.0057991793385791e-01  2.2013071809642265e-01  1.2784599666380578e-01  6.7428587106499308e-02  
-6.0715237337269353e-16  1.0000000000000000e+00  1.9093374959749315e-01  2.3698978243231665e+00  2.0098450209908911e-01  1.5184943268915502e-01  -8.7033102089320691e-02  7.8711600614874089e-02  
1.1372059491857365e-15  9.9999999999999978e-01  -6.5578945625191776e-01  3.0983095982031368e+00  -5.5566935717885368e-01  3.6897310374594311e-01  2.3654554706035805e-01  5.8695394739308793e-02  
7.8205005170474892e-17  1.0000000000000000e+00  5.0670922503838887e-02  2.4218374671469123e+00  4.7934816865523033e-02  2.2537700625591436e-01  -1.9829830322001380e-02  5.7008406051841959e-02  
-2.8157069905790215e-16  1.0000000000000002e+00  4.0006266644280647e-01  2.2408536995071255e+00  5.7702622464683506e-01  -1.2339765582756494e-01  -2.8704096812366692e-01  1.7753261148449462e-01  
-2.1070391766183547e-16  1.0000000000000000e+00  -4.3694598297729004e-01  2.3644442430962327e+00  -5.6912764744318600e-01  -1.6658705096784126e-03  2.7360692203401221e-01  1.4400699884219589e-01  
-1.3872539706190097e-16  1.0000000000000002e+00  5.0794236999557055e-02  2.2747820817568050e+00  5.6762742210905867e-02  9.3591700350803955e-02  -2.4999136789103461e-02  8.9747721560241148e-02  
3.4445877522082479e-17  1.0000000000000007e+00  -3.4692913052827229e-01  2.3563572220884796e+00  -4.1581803445714682e-01  5.9238879227858837e-02  1.9165817949108471e-01  1.1468949276020601e-01  
-7.7750988284200760e-17  1.0000000000000002e+00  2.1281470957484905e-01  2.4460888921713559e+00  2.0855458050953621e-01  2.0836802230296267e-01  -8.8063771982654873e-02  6.5358188291562272e-02  
0.0000000000000000e+00  1.0000000000000002e+00  -1.1893277198432065e-01  2.3560783258495328e+00  -1.2316299217783490e-01  1.6016722113156695e-01  5.2807675578594379e-02  7.4117574932577604e-02  
-3.1246102034108917e-16  1.0000000000000002e+00  -1.4023426173036099e-01  2.4352491503737941e+00  -1.3403619730414776e-01  2.2130774093522237e-01  5.5828600920346930e-02  5.9631656779441503e-02  
2.3579654958662085e-16  1.0000000000000002e+00  -4.5964836307597412e-01  2.3950617868535220e+00  -5.9389019813355171e-01  1.2667699541243216e-02  2.8549919254845846e-01  1.4283058562117523e-01  
-8.3775398483486072e-17  1.0000000000000004e+00  -4.2935943316121783e-01  2.8621994880208965e+00  -3.3447268704309746e-01  3.6875196615016292e-01  1.3319550265590660e-01  3.7913351783849823e-02  
7.4933990783942728e-17  1.0000000000000000e+00  -2.1858402356095005e-01  2.1480903902825812e+00  -3.0246685557802078e-01  -1.1237134778358263e-01  1.4560306399486975e-01  1.5365068111797350e-01  
-9.9422934772359639e-17  1.0000000000000000e+00  -4.2651970236222736e-01  2.2172305443095763e+00  -6.5139406734367311e-01  -1.8490973348208573e-01  3.3222528443255295e-01  2.0238325688220538e-01  
-1.7319418677301764e-15  1.0000000000000002e+00  1.8082126713702333e+00  5.6204073761816824e+00  2.1771050666088607e+00  1.1835850956352640e+00  -1.3845201081863185e+00  2.7326089586193064e-01  
2.2463557049076025e-17  1.0000000000000002e+00  3.5106372915254497e-01  1.7670123727330180e+00  9.1782145667275050e-01  -1.1798719955161407e+00  -5.6806241467820473e-01  5.5998791819089566e-01  
2.4227216738022556e-17  1.0000000000000002e+00  6.9595580030841445e-02  2.2561560015011399e+00  7.9731501037579172e-02  7.1663887696812381e-02  -3.5461878281302393e-02  9.5746503565729807e-02  
3.3084670171075217e-14  1.0000000000000000e+00  -6.8502644391265533e-01  2.7137379457008377e+00  -8.6135659526424013e-01  1.1750134731692768e-01  4.2497499744961920e-01  1.5093154459937794e-01  
6.0379442671385057e-17  1.0000000000000000e+00  3.9389031077235898e-01  2.1760213443714571e+00  6.1019834602478817e-01  -2.1326241753498903e-01  -3.1169698910745230e-01  2.0620754840383332e-01  
-3.1083205403387602e-16  1.0000000000000007e+00  -8.1199497330522563e-01  2.3002603238471213e+00  -2.1120542352406737e+00  -7.3143849340897982e-01  1.3931411522198369e+00  6.3650924247831653e-01  
-3.3044148373170620e-16  1.0000000000000004e+00  9.4910250777168348e-01  3.0221006308671781e+00  1.3931952274321620e+00  1.4351704507915311e-01  -7.6793196783747975e-01  2.3985835792863919e-01  
-7.8302051621516347e-16  1.0000000000000000e+00  -3.2784629858714703e-01  1.8147121301860438e+00  -7.7555772712503146e-01  -9.6030047364527382e-01  4.6174674785171399e-01  4.6491489995276564e-01  
0.0000000000000000e+00  1.0000000000000000e+00  3.5065902926740594e-01  2.7686280561273837e+00  2.7479936146489975e-01  3.5678795183791506e-01  -1.0851134389139590e-01  3.6170942407559276e-02  
7.8231618827788916e-17  1.0000000000000002e+00  1.7970121918090654e-01  2.4521005811239580e+00  1.7172963326073731e-01  2.2379939151733153e-01  -7.1681375036670339e-02  6.0259040042556326e-02  
7.6409711927832439e-17  1.0000000000000002e+00  -1.3272611966463274e-01  2.3701332736466365e+00  -1.3597164006340073e-01  1.6939133818372443e-01  5.8098299134108834e-02  7.2184844693266928e-02  
-1.0305468431700499e-16  1.0000000000000000e+00  -8.7675032066232131e-02  2.2657246158348672e+00  -9.9739056261409359e-02  7.8785371926053963e-02  4.4262804878295474e-02  9.4238227219895832e-02  
-1.2037417605186125e-16  1.0000000000000000e+00  -4.6115750428053442e-01  2.5297046513908299e+00  -5.1644441580832656e-01  1.4267840395597695e-01  2.3536006227856868e-01  1.0280423134566337e-01  
8.0291726425184576e-17  1.0000000000000000e+00  7.5399041065232722e-02  2.5100182188329230e+00  6.5034285782458373e-02  2.8616738812371822e-01  -2.6019273268985618e-02  4.3182028048708528e-02  
2.0102715641544603e-14  9.9999999999999956e-01  2.0023735967819095e-01  2.2058814632750110e+00  2.5576803587194513e-01  -2.6095123260551186e-02  -1.1926102892809648e-01  1.2736765391370741e-01  
2.9947427382837688e-17  1.0000000000000002e+00  6.2516148408842120e-01  2.5999973203504134e+00  8.0692548901376815e-01  6.9534893062548744e-02  -3.9776990080794111e-01  1.5451376294137076e-01  
-2.7741618912504378e-16  9.9999999999999989e-01  -2.8722231909742052e-01  1.9879185694289225e+00  -5.1152055714454647e-01  -4.4319852889480321e-01  2.7267391448176409e-01  2.6678043968162729e-01  
-1.5341405306234844e-16  1.0000000000000000e+00  -2.5689611250832972e-01  2.4266571021461845e+00  -2.6472149913430487e-01  1.7501023658051137e-01  1.1428513056073983e-01  7.6036468385037512e-02  
3.3629415413006855e-17  9.9999999999999989e-01  2.7696145755293156e-01  2.0723435593022104e+00  4.3836040750556493e-01  -2.7202911303319860e-01  -2.2316662357558562e-01  2.0863865433064613e-01  
0.0000000000000000e+00  1.0000000000000002e+00  -2.8212912366406894e-02  2.3798880961908240e+00  -2.7897148019971139e-02  1.9305473683246024e-01  1.1728806006214648e-02  6.4591612379515925e-02  
-1.4864535414850976e-16  1.0000000000000002e+00  6.8765722345521241e-01  2.5922145960444527e+00  9.8454229764224455e-01  -2.4617347475007984e-03  -5.1009347624035639e-01  1.9840485654200685e-01  
-3.8957039464309216e-17  1.0000000000000000e+00  3.7463257396590915e-01  2.5409452828892061e+00  3.7789920280384726e-01  2.0680561389979599e-01  -1.6383454646801199e-01  7.5810570472795144e-02  
-2.3374521589747791e-16  1.0000000000000002e+00  -3.4907997621953735e-01  2.5241596979357941e+00  -3.4967410976264918e-01  2.0798670470716193e-01  1.5075885421414509e-01  7.3480620394607760e-02  
7.9020053230885659e-17  1.0000000000000002e+00  3.4088918220607439e-01  2.5637726102424661e+00  3.2518302288694551e-01  2.4109530569237564e-01  -1.3758028195613720e-01  6.4212820142042284e-02  
8.2283935226244984e-17  1.0000000000000000e+00  4.6558497663446780e-01  2.8086264225050148e+00  3.9760576198100095e-01  3.2699661494403964e-01  -1.6433797301354386e-01  5.1230259698937672e-02  
1.5887753200635910e-16  1.0000000000000000e+00  -1.8597541875020990e-01  2.3053368918732997e+00  -2.1000593287087549e-01  9.1892559244149893e-02  9.3350995485866256e-02  9.4161709726818615e-02  
1.5032513990937865e-16  1.0000000000000000e+00  -9.1253486726617081e-02  2.3182670804128600e+00  -9.7813431332483117e-02  1.3082061718860802e-01  4.2444895362132390e-02  8.0877059641445981e-02  
2.5597348036038860e-16  9.9999999999999956e-01  -1.0519716467760305e+00  3.4181058246452780e+00  -1.3096837402825117e+00  3.3529051598739340e-01  6.9554508826898975e-01  1.8464174555121665e-01  
-1.0470064159435070e-16  1.0000000000000002e+00  -1.5277450483791075e-01  1.7985387460857845e+00  -3.2511161561593027e-01  -7.9097090514325197e-01  1.8386312113741546e-01  3.7060789042746778e-01  
-8.8914081233005820e-17  1.0000000000000004e+00  -1.4475306558831441e-01  1.9199447656958881e+00  -2.5840018445431817e-01  -4.7481768356960835e-01  1.3662161438661075e-01  2.6159145246755616e-01  
5.9671361757652742e-17  1.0000000000000000e+00  -9.0082196675710713e-02  1.9315600723578901e+00  -1.5533831795427153e-01  -4.2537208473594290e-01  8.0890334333933694e-02  2.4236943666549607e-01  
2.3150653770713448e-16  1.0000000000000000e+00  2.3539721296214089e-01  2.4337493402004142e+00  2.3717203874073511e-01  1.8994069964213819e-01  -1.0135812452268925e-01  7.1052598696328337e-02  
3.3314130018183223e-16  1.0000000000000002e+00  5.5103296776491328e-01  2.9394239341852084e+00  4.6420549236188630e-01  3.4929097125131919e-01  -1.9356498990563573e-01  5.2850502678416275e-02  
1.6160215060456605e-15  1.0000000000000027e+00  2.2053490912636162e+00  6.8162966484886258e+00  3.3251298724482541e+00  2.3068977280727849e+00  -2.5085181211292888e+00  4.7616321919049071e-01  
8.0891693540684680e-17  1.0000000000000000e+00  -3.0483103139965495e-01  2.6240962111827164e+00  -2.6468751479568936e-01  2.9644952921445517e-01  1.0781063420143870e-01  4.8177827843590496e-02  
-1.5710483593630638e-16  1.0000000000000000e+00  -2.6141319782929262e-01  2.4995397782904738e+00  -2.4981688878169703e-01  2.3064006666110290e-01  1.0492141265045321e-01  6.2111773342899773e-02  
-1.5640417405166581e-16  1.0000000000000002e+00  -5.2120100854443047e-02  2.4218730383655509e+00  -4.9314689293021068e-02  2.2527742421668495e-01  2.0402572971230555e-02  5.7046271139634029e-02  
1.5526878702768973e-16  1.0000000000000002e+00  1.0705653065121296e-01  2.4088990405977477e+00  1.0409701559776802e-01  2.0746960744017492e-01  -4.3573429461133038e-02  6.2171061923277232e-02  
-3.3323000902600171e-17  1.0000000000000004e+00  3.4706525593716148e-01  2.1928800864253848e+00  5.0270279397318318e-01  -1.4219715238248742e-01  -2.4900539076403741e-01  1.7598518876459091e-01  
7.7963462083671441e-17  1.0000000000000000e+00  2.6638732702080292e-01  2.4787305979177265e+00  2.6125752417631309e-01  2.1288069729974238e-01  -1.1082972233101818e-01  6.6849691775294762e-02  
