-1.261627793312072754e+00,7.704812884330749512e-01,1.343892216682434082e+00,-1.381029486656188965e+00,3.665497153997421265e-02,2.735066041350364685e-02,2.677922137081623077e-03,-4.521188791841268539e-03
1.968991398811340332e+00,4.829304292798042297e-02,-1.231208801269531250e+00,-8.497230410575866699e-01,-1.152447890490293503e-02,-7.331550121307373047e-03,-4.443844780325889587e-03,7.294283248484134674e-03
-1.180644512176513672e+00,-1.963599085807800293e+00,1.059829235076904297e+00,1.360215842723846436e-01,6.267020851373672485e-02,1.799535937607288361e-02,2.342825941741466522e-02,1.229981426149606705e-02
-2.013318777084350586e+00,-1.795192718505859375e+00,1.986472964286804199e+00,2.009834527969360352e+00,4.788313210010528564e-01,5.692717060446739197e-02,4.821385070681571960e-02,-1.244899630546569824e-01
-1.577975034713745117e+00,-1.860045075416564941e+00,1.657028555870056152e+00,1.629184484481811523e+00,1.963917911052703857e-01,2.773599140346050262e-02,6.828273087739944458e-02,1.050725579261779785e-01
1.337726473808288574e+00,1.873916506767272949e+00,-1.205338835716247559e+00,-4.436010122299194336e-01,5.858970433473587036e-02,-6.844589859247207642e-02,2.966241911053657532e-02,3.437596186995506287e-02
-1.337840706110000610e-01,1.713934898376464844e+00,2.643957436084747314e-01,-2.182140588760375977e+00,-5.317689776420593262e-01,7.021480798721313477e-02,-6.742402911186218262e-02,-7.766296714544296265e-02
-1.592923998832702637e+00,9.836547970771789551e-01,1.937352538108825684e+00,-2.071834653615951538e-01,4.112533032894134521e-01,1.094694137573242188e-01,2.243585139513015747e-01,-2.375558465719223022e-01
-8.819513320922851562e-01,2.470873117446899414e+00,1.134753108024597168e+00,-4.488118588924407959e-01,2.353746294975280762e-01,6.754337996244430542e-02,-5.816707271151244640e-04,-2.901419438421726227e-02
-1.264925718307495117e+00,2.343206703662872314e-01,1.511976122856140137e+00,-7.094058394432067871e-01,8.666211366653442383e-01,3.785144910216331482e-02,-7.640983164310455322e-02,-6.791601330041885376e-02
-5.795032978057861328e-01,-8.308964967727661133e-01,9.521283507347106934e-01,3.244809389114379883e+00,4.651179611682891846e-01,8.155258744955062866e-02,-3.898370265960693359e-02,-2.427027970552444458e-01
-1.494913578033447266e+00,-2.051906287670135498e-01,1.725133895874023438e+00,-5.399403572082519531e-01,6.155138611793518066e-01,4.813934490084648132e-02,-1.408035457134246826e-01,-2.881772629916667938e-02
8.639825135469436646e-02,2.412842512130737305e+00,-5.617372393608093262e-01,1.435690402984619141e+00,2.055605798959732056e-01,-4.456025548279285431e-03,5.690375808626413345e-03,1.501919585280120373e-03
-5.833393931388854980e-01,-2.651839494705200195e+00,3.867273330688476562e-01,2.090849637985229492e+00,1.920600235462188721e-01,2.436382323503494263e-02,2.697461098432540894e-02,-7.861131802201271057e-03
-1.666940808296203613e+00,1.398432493209838867e+00,9.006770253181457520e-01,-2.745137810707092285e-01,-7.694983482360839844e-02,-7.756458129733800888e-03,-4.535471554845571518e-03,6.760499672964215279e-06
1.753299951553344727e+00,7.981608510017395020e-01,-1.824783563613891602e+00,-1.401095747947692871e+00,6.203040480613708496e-01,2.425271570682525635e-01,-7.520364224910736084e-02,-6.359530240297317505e-02
-1.614040732383728027e+00,-1.892112970352172852e+00,1.048336625099182129e+00,-4.684124886989593506e-01,-1.917667500674724579e-02,1.825887156883254647e-04,-3.448082134127616882e-04,-1.783449086360633373e-03
1.377653121948242188e+00,-1.757474780082702637e+00,-1.140863299369812012e+00,-7.306186556816101074e-01,-6.355600804090499878e-02,-5.345689132809638977e-03,-4.876315128058195114e-03,-5.343338008970022202e-03
1.834955334663391113e+00,-6.519161909818649292e-02,-1.668824911117553711e+00,4.034677743911743164e-01,3.569029644131660461e-02,-2.186110243201255798e-02,-8.492706343531608582e-03,4.016756545752286911e-03
1.511288166046142578e+00,1.025293231010437012e+00,-9.512431621551513672e-01,-1.821984291076660156e+00,-1.374604832381010056e-02,1.078789774328470230e-02,-4.914161982014775276e-04,1.476756203919649124e-02
2.050944566726684570e+00,-1.136047244071960449e+00,-1.726637601852416992e+00,-8.479067087173461914e-01,-9.714087843894958496e-02,-9.955032728612422943e-03,2.153488621115684509e-02,-2.036333456635475159e-02
1.740901947021484375e+00,-1.014563679695129395e+00,-1.667174100875854492e+00,8.942468762397766113e-01,-2.158302254974842072e-02,-1.572067737579345703e-01,5.740825831890106201e-02,-9.977491199970245361e-02
-1.654523491859436035e+00,-1.547914028167724609e+00,2.115974903106689453e+00,-1.087673068046569824e+00,3.118895888328552246e-01,1.955348104238510132e-01,2.184032648801803589e-01,1.713400632143020630e-01
1.768693923950195312e+00,1.474806785583496094e+00,-1.959192037582397461e+00,-1.425934076309204102e+00,-1.844415217638015747e-01,-4.380794614553451538e-02,1.818177476525306702e-02,-3.617843240499496460e-02
1.350209236145019531e+00,-1.731956362724304199e+00,-1.450369000434875488e+00,1.166994452476501465e+00,1.410117894411087036e-01,1.819805055856704712e-02,2.406448312103748322e-02,-2.056361734867095947e-02
2.025838613510131836e+00,2.042408704757690430e+00,-2.237881422042846680e+00,-9.535734057426452637e-01,-5.709604173898696899e-02,-5.799647420644760132e-02,9.588155895471572876e-03,5.560415331274271011e-03
1.824836492538452148e+00,-6.865591406822204590e-01,-1.689529061317443848e+00,-1.602881103754043579e-01,-7.901734672486782074e-03,-2.021368825808167458e-03,3.901542513631284237e-04,-1.815385743975639343e-02
-1.342011809349060059e+00,5.884602069854736328e-01,1.096043705940246582e+00,-1.409441709518432617e+00,3.001147136092185974e-02,1.533348020166158676e-02,4.814588930457830429e-03,1.816708408296108246e-02
1.988874197006225586e+00,1.425345301628112793e+00,-9.597199559211730957e-01,-1.253141276538372040e-02,1.033371612429618835e-01,3.364647924900054932e-02,1.391699165105819702e-02,6.618911866098642349e-03
-1.957068920135498047e+00,-1.337080955505371094e+00,2.370878934860229492e+00,1.315609574317932129e+00,1.264900267124176025e-01,1.254380941390991211e-01,1.778068393468856812e-01,1.343395411968231201e-01
2.023749351501464844e+00,1.017530322074890137e+00,-2.472506046295166016e+00,-1.820808291435241699e+00,-3.935158252716064453e-01,-4.627567529678344727e-02,2.419923990964889526e-01,1.161506250500679016e-01
-2.341660976409912109e+00,-7.888160943984985352e-01,1.602641940116882324e+00,-1.794490575790405273e+00,-9.511427581310272217e-02,-3.288418799638748169e-02,4.092404246330261230e-02,8.442637510597705841e-03
