-3.400045394897460938e+00,1.045845389366149902e+00,4.693572595715522766e-02,2.403816021978855133e-02,-1.065621618181467056e-04,6.982717663049697876e-03
-3.323359966278076172e+00,2.618264675140380859e+00,-1.633147709071636200e-02,2.077229134738445282e-02,-3.696518391370773315e-02,-8.795815519988536835e-03
-1.877996325492858887e+00,-4.895967483520507812e+00,-9.567667245864868164e-01,2.434079907834529877e-02,2.090946882963180542e-01,2.300801128149032593e-01
1.635987907648086548e-01,4.920055866241455078e+00,5.741288065910339355e-01,-7.353332359343767166e-03,7.241839170455932617e-02,-1.069394778460264206e-02
-3.378913640975952148e+00,5.647653341293334961e-01,2.066066563129425049e-01,3.049581050872802734e-01,-1.639783978462219238e-01,3.322178423404693604e-01
3.482773303985595703e+00,-9.860642999410629272e-02,-4.819137156009674072e-01,3.106049820780754089e-02,-2.244450524449348450e-02,3.275180608034133911e-02
3.501770496368408203e+00,3.741367757320404053e-01,2.976290285587310791e-01,-2.338172793388366699e-01,-1.996463686227798462e-01,1.071323975920677185e-01
-1.602536320686340332e+00,-5.152451515197753906e+00,-8.620931506156921387e-01,-3.397580981254577637e-01,-4.960866644978523254e-02,-1.683740615844726562e-01
3.257109642028808594e+00,3.161347627639770508e+00,3.195986449718475342e-01,-1.299483776092529297e-01,-9.637286514043807983e-02,-3.907670453190803528e-02
-3.521021127700805664e+00,-2.886276483535766602e+00,-2.599830627441406250e-01,-2.077538073062896729e-01,-1.971649527549743652e-01,-1.602718234062194824e-01
-3.392550647258758545e-01,-5.199739933013916016e+00,-7.627142071723937988e-01,-1.123419404029846191e-01,1.676219999790191650e-01,-1.225488334894180298e-01
3.054301500320434570e+00,1.762199640274047852e+00,-2.928367117419838905e-03,2.493485063314437866e-02,-4.075678437948226929e-02,5.816914513707160950e-02
3.600019454956054688e+00,4.875459671020507812e-01,1.002131700515747070e+00,-1.160425171256065369e-01,6.129712611436843872e-02,7.474241405725479126e-02
3.426153898239135742e+00,1.194056630134582520e+00,5.965144038200378418e-01,1.455347836017608643e-01,8.576218038797378540e-02,5.820916220545768738e-02
-3.173074007034301758e+00,2.912853002548217773e+00,-1.614292412996292114e-01,-2.979077957570552826e-02,1.601407490670681000e-02,-7.638052105903625488e-03
3.624643325805664062e+00,-1.740157455205917358e-01,2.547968178987503052e-02,8.623156696557998657e-03,-1.221980666741728783e-03,2.005269052460789680e-03
-3.175096511840820312e+00,-2.955128848552703857e-01,-5.953862667083740234e-01,-3.866653516888618469e-02,-1.057431623339653015e-01,3.948634862899780273e-01
-3.479688882827758789e+00,-2.050311118364334106e-01,-1.341715931892395020e+00,-2.532945275306701660e-01,-2.004489153623580933e-01,5.005032941699028015e-02
-3.336249113082885742e+00,1.309796690940856934e+00,3.268097639083862305e-01,-6.008164957165718079e-02,2.528270892798900604e-02,-4.435930401086807251e-02
-1.137782037258148193e-01,5.315030097961425781e+00,5.777204036712646484e-01,-4.589784890413284302e-02,2.229630649089813232e-01,-2.675097882747650146e-01
3.393523216247558594e+00,8.699252605438232422e-01,6.488870382308959961e-01,2.985882461071014404e-01,2.726703882217407227e-01,-3.638969361782073975e-02
-3.442107439041137695e+00,-3.006161212921142578e+00,-3.980449140071868896e-01,-2.114404886960983276e-01,-7.722947001457214355e-02,7.781720161437988281e-02
2.958297729492187500e+00,2.603857755661010742e+00,5.244739651679992676e-01,-1.978937536478042603e-01,6.271647661924362183e-02,1.141116768121719360e-01
3.017423391342163086e+00,-2.348536491394042969e+00,3.454812169075012207e-01,1.178869009017944336e-01,1.836930513381958008e-01,-1.347511559724807739e-01
3.419224739074707031e+00,1.936739087104797363e+00,-7.320635020732879639e-02,8.492377400398254395e-02,-2.619675695896148682e-01,-6.846366822719573975e-02
2.955574356019496918e-02,5.152950286865234375e+00,7.256668210029602051e-01,3.752624988555908203e-01,-1.661220639944076538e-01,2.007622122764587402e-01
-3.499567031860351562e+00,-7.610438466072082520e-01,-3.965430706739425659e-02,1.421251427382230759e-02,-2.798188477754592896e-03,8.589527569711208344e-03
-3.599609613418579102e+00,-1.019539870321750641e-02,-1.368768215179443359e+00,-7.635281234979629517e-02,4.154998958110809326e-01,7.575654238462448120e-02
3.357451915740966797e+00,-4.503076076507568359e-01,2.924392819404602051e-01,2.490868568420410156e-01,3.729740157723426819e-02,2.475487142801284790e-01
3.138180732727050781e+00,2.621426582336425781e+00,1.365458965301513672e-01,-2.723259031772613525e-01,-2.575234770774841309e-01,-5.401666089892387390e-02
3.515727758407592773e+00,5.940939188003540039e-01,-2.771916985511779785e-01,-7.145231962203979492e-02,4.295960068702697754e-02,-7.175404578447341919e-02
3.522032499313354492e+00,-1.138442635536193848e+00,1.862837672233581543e-01,2.741748839616775513e-02,-2.542234724387526512e-04,1.002008188515901566e-02
-3.481844186782836914e+00,-2.417091131210327148e+00,2.007738649845123291e-01,-1.953213289380073547e-02,-2.721072174608707428e-02,-1.230381662026047707e-03
-3.349985599517822266e+00,1.316074967384338379e+00,3.597189188003540039e-01,-2.437370568513870239e-01,1.818965524435043335e-01,-1.398092806339263916e-01
