#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-9.0276695784176037e-15  1.0000000000000000e+00  2.2625503046263626e-01  1.9581526239752622e+00  9.8221598225302720e-01  5.0317719201175137e+00  4.1892393581358162e-01  -3.2920195957033044e-01  -2.2448735295648337e-01  1.7821918336988365e-01  1.3886828417182528e-03  1.3515342296328592e-02  
8.4090445819675114e-17  1.0000000000000000e+00  -5.7555334097662045e-02  1.7126218043381749e+00  -1.5910707174521130e-01  3.5441192304541143e+00  -3.5006698071996450e-01  -1.6386534290189647e-01  3.6344570581814029e-01  -2.8972688329030827e-01  -7.6863476035772399e-02  1.5585010383411835e-01  
3.9655976242126317e-16  1.0000000000000002e+00  3.8835434254923257e-01  2.5124084994149278e+00  2.5114090218538205e+00  9.6689294107932078e+00  2.9700423746315885e-01  1.6035784581190710e-01  -5.4019148337336176e-02  7.3330147876072643e-02  -2.6905107798174694e-02  5.9146073547129262e-03  
-1.6705712266425250e-15  1.0000000000000151e+00  2.5189502083712174e+00  8.9435859958186992e+00  3.1288768388099136e+01  1.1420857133334029e+02  3.1749999918088436e+00  1.2893473877372374e+00  -2.8199608695444893e+00  1.3147613393227024e+00  -2.5953985378417166e-01  1.9408957347210151e-02  
1.4832548762804032e-16  1.0000000000000002e+00  2.9730019790595014e-01  2.2763854727333577e+00  1.5510258425954691e+00  7.1824763770107038e+00  3.9244638108160296e-01  1.6303430628577698e-01  -1.8014138691836801e-01  3.4663945758051540e-02  -5.4733046905041315e-04  1.2140896310578481e-02  
-4.9393725445585575e-17  9.9999999999999978e-01  5.3938037539042138e-01  1.9962824421435950e+00  2.2432661634071609e+00  5.4906885312873683e+00  8.3613358714529973e-01  -8.0594328698241835e-01  -3.7006677639353745e-03  3.1563132051719528e-01  -2.8632835769657577e-01  1.0044494075982960e-01  
2.8604612048871628e-16  1.0000000000000004e+00  3.7395488182047393e-01  2.2573533188248747e+00  1.9394113303991631e+00  7.1445030924570112e+00  4.5817980012646670e-01  6.5917304034047997e-02  -1.6328379288548409e-01  6.2250553865483789e-02  -2.2445855660840949e-02  1.6491010727097161e-02  
6.6482311907223551e-17  1.0000000000000000e+00  -7.0403730522186361e-02  2.0070657448803275e+00  -3.6179019911522053e-01  5.2528796315862287e+00  -4.2752598780217532e-02  -8.1110664143234243e-02  -2.9875508638090673e-02  5.7798066421554987e-02  1.9807790461195286e-02  2.3089701360098414e-02  
5.7740606874805057e-17  9.9999999999999967e-01  -3.4019069916885508e-01  2.3723976556015933e+00  -1.7249352770753543e+00  7.8584076368709912e+00  -5.4744846062355734e-01  2.6358789379420838e-01  3.2613208746714789e-01  2.2876472042148689e-02  -2.7147003113789609e-02  7.5172788624702624e-03  
2.1770114122375978e-16  1.0000000000000002e+00  3.4581993301407855e-02  1.9177959599772461e+00  2.2289654364009551e-01  4.7268923399400080e+00  -9.2942556647548552e-02  -2.4357943229935819e-01  1.6051928302275759e-01  9.4158871463136062e-02  -4.5816035800424815e-02  2.8181193328599342e-02  
1.9175374754783543e-15  1.0000000000000004e+00  4.1877502559888835e-01  1.7604206502467987e+00  1.5683221299219490e+00  4.0217340999533855e+00  3.9464422830782270e-01  -8.4360406593760606e-01  7.5265782454863195e-01  -7.0861476361834444e-02  -5.9323905358913320e-01  2.8563793490200401e-01  
-4.1167609060692237e-15  9.9999999999999933e-01  -6.0529815865435943e-01  1.8115639080419601e+00  -2.1432113974816427e+00  4.4056469006482857e+00  -6.8769858771066406e-01  -2.0956050410704723e+00  -1.6854631693371727e+00  5.5774757282871434e-01  1.6034335666502064e+00  5.7772411758132092e-01  
7.5379302617902060e-17  9.9999999999999989e-01  -3.0924317181874834e-02  2.2344524487172910e+00  -2.3472933679879560e-01  6.7698346819975779e+00  3.5021648037365773e-02  2.1171705483823577e-01  -6.0836619507093986e-02  2.8327426662886931e-03  1.4980478786845695e-02  1.3865064612068760e-02  
2.1395914390104035e-16  9.9999999999999978e-01  -3.1033941743477128e-01  1.9837369074358242e+00  -1.4665298200142181e+00  5.3329525738869581e+00  -2.7514366531306828e-01  -3.8625421058040549e-01  -1.0978321949825255e-01  1.5262687251187740e-01  1.1645270261162984e-01  4.1037892441725191e-02  
0.0000000000000000e+00  1.0000000000000007e+00  -2.7359978293441473e-01  2.2732856913256545e+00  -1.4657991978204659e+00  7.1307905939420548e+00  -3.0240520778683921e-01  2.1747263031218486e-01  9.6247529800599169e-02  -4.6960964370274701e-03  1.5181957870240469e-02  1.8652102744331447e-02  
-1.9041281888102836e-17  1.0000000000000004e+00  2.3705236030535556e-01  2.3655141351156690e+00  1.4392327143611925e+00  8.0188841623048379e+00  2.0110161756350076e-01  1.8355330967269631e-01  -4.8973839894274819e-02  5.0535931731047687e-02  -1.2919403149541335e-02  5.8719260457957331e-03  
7.5486610565917684e-17  1.0000000000000000e+00  2.1989223794123983e-01  2.3772789315700140e+00  1.4508697817893863e+00  8.2726769489246053e+00  1.2648382370171263e-01  1.4218685424736546e-01  9.8749460312489677e-03  7.0252465249219631e-02  -2.1207975834177190e-02  3.9270491483385742e-03  
-2.7240448142794531e-16  1.0000000000000002e+00  -1.6490129100639872e-01  2.2733610266835576e+00  -9.5241841907134217e-01  7.1008188807916310e+00  -1.2542779788698477e-01  2.3891225310862740e-01  4.2536182494705404e-03  -7.5294793553068425e-03  1.7449973935450634e-02  1.5863124830241160e-02  
6.1562979917427636e-16  1.0000000000000002e+00  -1.3235927510565761e-02  1.8928748244951146e+00  -7.8360992333364077e-02  4.5603992260355453e+00  2.6481359466904657e-02  -2.5230759262286723e-01  -5.1650871171491822e-02  8.1883575711830359e-02  1.5645742468452416e-02  3.2479352616097953e-02  
-2.2342668132557829e-15  1.0000000000000002e+00  -4.6664585397879106e-02  1.9293946278270473e+00  -3.4655353094037467e-01  4.7639901931555491e+00  2.6337899490305688e-01  -2.8986999965047465e-02  -4.0123723844398851e-01  -7.5775902841200629e-02  1.0940172020821169e-01  6.2139000479582727e-02  
7.5018655774953208e-16  1.0000000000000002e+00  -5.0670976394505199e-03  2.0535254846811406e+00  -2.6165541297879617e-02  5.5457774781497111e+00  -4.4736970474209747e-03  -3.9202440150002717e-02  -1.6908336408729105e-05  6.8445760744456741e-02  8.1300365453999704e-04  1.5516024960148504e-02  
1.6389877579056646e-16  9.9999999999999978e-01  1.1641190384094231e-01  1.5661748793272563e+00  3.7767687167450087e-01  2.8877917362865970e+00  3.0495959613317691e-01  -3.8720938176656389e-01  -7.1347032290122972e-02  -5.5763008522807289e-01  -6.9022814957408821e-02  3.1298784216777925e-01  
-7.4512694301041995e-17  1.0000000000000002e+00  1.7125387127805167e-01  2.2637902187829102e+00  1.0699024082438424e+00  7.1449769502935681e+00  5.2792510404153364e-02  1.6365635261438138e-01  7.8556653282385216e-02  2.2810209462847605e-02  -3.4973180523614499e-02  1.4295992837960608e-02  
1.5107745616257826e-16  9.9999999999999967e-01  -1.9086631696268119e-02  2.3651040639413878e+00  5.5046821989042538e-02  7.7756774676997509e+00  -1.4920669531595274e-01  3.2591637348786773e-01  1.3603333327879816e-01  -1.5160921687210253e-02  -2.2293273059173172e-02  1.0835519019974215e-02  
6.7200394955916619e-17  1.0000000000000002e+00  9.9683456089997638e-02  2.0156950602852159e+00  4.7829124460829114e-01  5.2938426920329773e+00  1.1657713398530989e-01  -3.7261158160576124e-02  -2.2851474154463158e-02  3.2489174786675769e-02  -1.3689264965743533e-02  2.6828031136852736e-02  
0.0000000000000000e+00  1.0000000000000000e+00  2.0969120831071358e-01  2.1293591841700530e+00  1.0450205323562920e+00  6.0999448060636441e+00  2.6870235289747751e-01  3.0636286888770282e-02  -9.8969990604011557e-02  5.0657476910435428e-02  -1.1469786214234992e-02  1.7198128087953096e-02  
-2.3763028258026514e-16  9.9999999999999978e-01  -1.9725868788371556e-01  2.0912939545401472e+00  -1.0694449905749532e+00  5.9231543324032625e+00  -9.3614021056172239e-02  -5.2716885473429495e-02  -1.0413264807320718e-01  5.9851830567403209e-02  5.8086833308951362e-02  2.4022753002569605e-02  
5.1617961601350612e-16  1.0000000000000000e+00  -4.7613800349436808e-01  1.9851999742868531e+00  -2.0225028985348472e+00  5.3918213788110485e+00  -7.4534086772997243e-01  -6.5307978347377571e-01  1.1836890553166761e-01  2.7101147183691843e-01  1.6756309339177861e-01  6.2368402404595638e-02  
-1.3186984900551670e-16  1.0000000000000002e+00  -5.5857834249829386e-01  2.4680291538738626e+00  -3.2174913977539275e+00  9.4261345928836864e+00  -5.4508773243542530e-01  -1.3506213229975239e-01  9.3012382731813767e-02  1.8474893364842143e-01  7.9286953009535754e-02  1.5518039984675680e-02  
-3.2078577084376938e-16  9.9999999999999967e-01  2.2616907880376180e-01  2.4040645474589337e+00  1.3217693814570688e+00  8.2419049599206531e+00  2.4809159270178827e-01  2.4529383381525277e-01  -1.0948670047505964e-01  3.6518593789059681e-02  9.1603185389455661e-04  4.5797201646952381e-03  
3.1071843458613558e-15  9.9999999999999967e-01  -1.1584082845582508e-01  3.0329199551141683e+00  -1.1735341410826692e+00  1.5637639024031014e+01  -5.7613882819950349e-02  5.0147323560648327e-01  1.9240562571026278e-02  3.0937010871699602e-04  2.3472221998275782e-06  6.9334160782895358e-09  
-6.5776471936645745e-17  1.0000000000000000e+00  -4.4131243822679600e-01  2.2893033119024526e+00  -2.4476515005739254e+00  7.7484694139408390e+00  -3.2440141055393407e-01  -1.4493203835920057e-01  -9.8461977523013666e-02  1.2959494020994528e-01  1.1080342623081121e-01  2.8582396486090907e-02  
8.6700897019698766e-17  1.0000000000000002e+00  2.3834498690038248e-02  1.8161044700825046e+00  1.1133792165194123e-01  4.1345231747923235e+00  2.7908370114158153e-03  -3.8683732574109247e-01  3.5613714887064975e-02  9.1302923869722441e-02  -1.6344343234954394e-02  4.5025920865426339e-02  
1.1227233044580642e-16  1.0000000000000000e+00  -1.6950017801364528e-01  1.5720163748074878e+00  -5.4841939413820817e-01  2.9350578233426035e+00  -4.7629255084232147e-01  -5.9463352028196814e-01  1.6525037742233595e-01  -3.6216293219408968e-01  7.9654733599868979e-02  2.7080796333553731e-01  
0.0000000000000000e+00  1.0000000000000002e+00  -1.2754548207870620e-01  2.4246633057600442e+00  -8.3799770081260705e-01  8.5039071354118807e+00  -1.0110226847507878e-01  2.2253963106029956e-01  3.0422220780473779e-02  5.5759945098596247e-02  3.4859776550441855e-03  7.9122891661470151e-04  
-2.0150900708665729e-15  9.9999999999999933e-01  9.1210582127788531e-01  2.2718964014699310e+00  3.6194995078762662e+00  7.2775073166518336e+00  2.0530753246073634e+00  -3.1339310046997571e+00  3.0189615928189978e-01  2.2213164393423237e+00  -1.7922043713338198e+00  4.2802634572734749e-01  
2.2925553075599439e-15  1.0000000000000000e+00  -1.6033430362646478e-01  2.0662294919495099e+00  -8.3436182182577567e-01  5.6694605364351576e+00  -1.0703378481219346e-01  -2.5877714831155068e-03  -5.2343242116763611e-02  2.7399456734324871e-02  4.0395744506505314e-02  2.7106263986664721e-02  
1.9417711913211459e-16  1.0000000000000000e+00  -6.0691346676060931e-01  2.2161031984747197e+00  -2.7888233480056144e+00  6.8931764866589385e+00  -6.5411050506758828e-01  -1.9734688460111269e-01  -2.6163333289076612e-01  1.5950800148940895e-02  3.2948139260338072e-01  1.2986900706569987e-01  
0.0000000000000000e+00  1.0000000000000002e+00  -4.8256406238848643e-01  2.1865809084898662e+00  -2.3406418928558486e+00  6.7894442948519851e+00  -6.3542618605778611e-01  -2.6080571787044365e-01  1.6548938030322988e-01  1.8121341134927477e-01  7.9658383649249209e-02  2.7211277719830718e-02  
2.1250450120767122e-14  1.0000000000000044e+00  1.7390825206747149e+00  5.6173307685586957e+00  1.6541556600160515e+01  5.3578778781544017e+01  2.1993506223507175e+00  -1.0066498895356829e-01  -1.4036380822670311e+00  9.6966454095056898e-01  -2.5036646530791573e-01  2.3155955115636232e-02  
5.5222519670669195e-15  1.0000000000000064e+00  -1.6983633884988818e+00  5.2487326663509801e+00  -1.4628536832224544e+01  4.4520435500491381e+01  -2.3715335861124625e+00  -3.1129201342948210e-01  1.5183508867154385e+00  1.1933160549224928e+00  3.4662808892627911e-01  3.6157327092808264e-02  
3.5716783017326549e-17  1.0000000000000002e+00  -3.7796108211878354e-01  2.2322196663415914e+00  -1.8811964201914366e+00  6.8844852846354376e+00  -5.2687273657950773e-01  9.2993859975194201e-02  2.2617322140357923e-01  4.1176321329269426e-02  1.1948532024232173e-02  1.9735089702599361e-02  
-4.4114176297484992e-16  9.9999999999999989e-01  3.7526632342056704e-01  2.2515069224613287e+00  2.0211874070778291e+00  7.2361657514856956e+00  3.6561315787458298e-01  -2.4517498153098245e-02  -4.9860684047911538e-02  9.3504051609260216e-02  -5.0963604736427859e-02  1.7921622961745997e-02  
2.9254209730056311e-14  9.9999999999999978e-01  8.2282312625656912e-02  3.0165522599236172e+00  8.2819382323891966e-01  1.5318402229410150e+01  4.1031979057316564e-02  5.0074106204562552e-01  -1.3690303387802338e-02  1.5751977443859545e-04  -8.5675755562766812e-07  1.8132760305709846e-09  
1.9421509125373313e-15  1.0000000000000007e+00  -1.5102304277184542e+00  4.2790703818335496e+00  -1.0437626473491051e+01  2.8044548857510996e+01  -2.5763302584100960e+00  -6.2239163628181171e-01  1.5901647461697648e+00  1.3755872945500887e+00  4.4095376195757552e-01  5.2992726977277298e-02  
-1.6968738380606566e-16  1.0000000000000002e+00  3.9142776968794668e-01  2.2486852122545549e+00  2.1065764863640859e+00  7.2606841166920493e+00  3.6861452768951569e-01  -6.5902705361645331e-02  -2.7666147895509075e-02  1.0702925393644418e-01  -6.2495739539160572e-02  1.9737652982310540e-02  
1.2039488413021321e-16  1.0000000000000002e+00  1.7244123526902869e-01  1.8899182393044562e+00  7.5051720905156483e-01  4.5848593597175249e+00  2.4042361659078035e-01  -3.0219554061066578e-01  -4.6180592388908863e-02  8.8174990939686976e-02  -3.6232815042210223e-02  3.9902134827173266e-02  
1.5760736400286021e-16  9.9999999999999989e-01  2.8759794488970747e-01  1.6261192930442074e+00  1.0536747346200976e+00  3.3372670973943497e+00  2.1256363987598889e-01  -1.3531919492933193e+00  6.0281825701578329e-01  2.5168184728381743e-01  -4.3290438319725000e-01  1.9127023880783151e-01  
3.7964718022863410e-15  9.9999999999999956e-01  -1.4504837526875010e+00  4.2072086587171498e+00  -1.0281072930993984e+01  2.8189863945437583e+01  -2.2904302706267670e+00  -4.8665826748750002e-01  1.3576235118564715e+00  1.0884698817748240e+00  3.1748366223819813e-01  3.4785747038560015e-02  
