#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-8.1942704965426298e-15  9.9999999999997713e-01  -3.9475237692861853e-01  1.8875616220924449e+00  -8.8887304476373841e-01  4.4276228948918614e+00  -3.7166136882418837e+00  1.1877944225269617e+00  3.9936972758799998e+00  -1.3340273273347636e+00  -8.9818706980591767e-01  3.5513184772582318e-01  
-2.0435654480491119e-14  1.0000000000000018e+00  -3.7070987840930869e-01  2.3153570239121044e+00  -9.9122752679646675e-01  5.8492585875159540e+00  -5.4644027687094017e+00  1.0649721798238328e+01  4.8684421921441166e+00  -8.3590999180991190e+00  -1.0188508958443190e+00  1.6378865785651942e+00  
-1.0720191261196994e-04  9.9989481571538208e-01  -2.5515836270263015e-01  1.4041321154604103e+00  -1.0261371987595831e+00  2.7411497553855320e+00  3.8506403705150660e+00  -7.4691749363618651e+00  -9.4291294796188190e+00  2.1787959578186307e+00  4.9684273649663098e+00  1.3360329796971593e+00  
4.5690685964078854e-14  9.9999999999995004e-01  -3.0386332850067826e-01  1.9017742890699496e+00  -1.4291820983181556e+00  5.0812489337795901e+00  -3.1511690631916534e-01  -9.1110665050929851e-01  -5.9610977426244410e-02  4.4107518779280752e-01  1.1532680592211469e-01  7.7633720794361791e-03  
-5.9369979908857934e-15  1.0000000000000193e+00  -2.7038698423053437e-01  1.9487235199269968e+00  -1.8542031542992827e+00  5.8263111624155668e+00  2.4972054414550655e+00  -1.3566715542152554e+00  -4.6430011956442190e+00  -1.6720465629181902e-01  1.7148032226533485e+00  4.9054572338170666e-01  
-1.9276224419793352e-14  1.0000000000000109e+00  -2.7079009855732450e-01  1.8551042009016687e+00  -1.8487425125839172e+00  6.3339011981200048e+00  7.0474847738421298e-01  -2.2631440951895110e+00  -1.6548290371634304e+00  8.7813211909842248e-01  6.8865522243277844e-01  1.0608466801224262e-01  
-4.9000625700308276e-15  1.0000000000000002e+00  -2.8292304678604785e-01  2.1905158388282078e+00  -1.1508532782903826e+00  6.1411246242560660e+00  -7.2194859813939272e-01  7.7322449223115253e-01  5.0615110034079258e-01  -4.0030210083621987e-01  -6.2193854201591153e-02  8.2307096262990070e-02  
3.2130723905549810e-14  9.9999999999998102e-01  -3.1790448975166369e-01  1.9543557724239005e+00  -1.2978624048018428e+00  6.2441816329687807e+00  -6.2678078566248852e-01  -6.0332024536669104e-01  3.5456970216367700e-01  3.3743610067409430e-01  -3.4904124292369923e-03  -3.3073456252562155e-03  
-5.8466457157049600e-14  9.9999999999998890e-01  -3.4322649530705457e-01  1.4096300404004394e+00  -6.8236728435218519e-01  3.1050104580883859e+00  -3.4716647038829636e+00  -3.5340244904052023e+00  3.9388758567182127e+00  1.2945766745273812e+00  -8.7442209968616647e-01  9.8815920544568031e-02  
3.5804183890812712e-13  9.9999999999924249e-01  -2.4263157089616919e-01  1.3839761726415940e+00  -7.7422957363618816e-01  2.8328514383053016e+00  -7.0475676686801192e-01  -3.9486343004089957e+00  3.5194222367132849e-02  1.8036470013597627e+00  3.5132594403880546e-01  1.7538457686289102e-02  
1.0273140463231988e-15  1.0000000000000187e+00  -2.2288406988042958e-01  1.8734612707662386e+00  -9.4924675598043950e-01  4.8104394056487276e+00  -4.4861008040860434e-01  -6.7441728825997238e-01  2.5413481108726088e-01  3.4743078059277699e-01  -2.4863891656731812e-03  -3.3982916569432380e-03  
-1.6686709167436989e-15  1.0000000000000018e+00  -3.2371005200177166e-01  1.8737311960292151e+00  -1.0818024372263870e+00  4.2184448955381217e+00  -1.2713607566836851e+00  1.2131519876408685e+00  9.6278640220253209e-01  -1.2127633182649298e+00  -1.2307733785027419e-01  3.1340656573634929e-01  
6.0917252726874292e-15  1.0000000000000366e+00  -2.4822914496899309e-01  1.7597679082207502e+00  -1.1958683330783040e+00  3.5618628605706601e+00  2.6781456937823563e+01  3.0659231934432341e+01  -5.7770660753456184e+01  -4.5299379813654539e+01  2.5608160892620234e+01  1.7249680304249566e+01  
1.4834623585523912e-14  1.0000000000000056e+00  -2.0047067640020058e-01  2.1262004223902946e+00  -8.7738523389889189e-01  5.8511040103717455e+00  -3.9299563793030379e-01  4.2640314289477221e-01  2.2808623868507835e-01  -2.0960571442426335e-01  -1.4978977284604407e-02  5.7006645954857216e-02  
-5.2199701708603698e-15  1.0000000000000111e+00  -2.4604837705141946e-01  2.1140916305417292e+00  -1.1971628905586285e+00  5.3660740656480597e+00  4.2044647265622803e-01  2.8433940429515947e+00  -1.2776612362010069e+00  -2.3187625683798974e+00  4.6009476315809150e-01  5.1969901793175466e-01  
#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-8.9843122894058550e-16  1.0000000000000038e+00  -2.6689867582596349e-01  1.9295053015392616e+00  -8.7763579072732623e-01  3.9579846336853928e+00  -1.9535166935884347e+00  1.4219825099378463e+01  -3.3080474665031645e-01  -1.4166713285605907e+01  6.8281637471037593e-01  3.5637156108445520e+00  
6.8542501868185836e-15  1.0000000000000093e+00  -2.0120976672887994e-01  1.9147554715292587e+00  -1.5195196417547727e+00  6.3487324535691796e+00  4.6433926275723625e-01  -1.2516783069441808e+00  -9.4374532040892012e-01  4.8951511159088246e-01  3.3082815294073536e-01  4.4575215812196006e-02  
7.6197843769906638e-15  9.9999999999998834e-01  -2.5837165939552953e-01  2.1303971701690125e+00  -8.1747825252787842e-01  5.5737865805117837e+00  -1.2074991386766758e+00  1.4591249957145453e+00  1.0859204731938070e+00  -9.7113319979429114e-01  -1.9876297541811724e-01  1.9097247367791281e-01  
-2.0979191990861775e-14  1.0000000000000320e+00  -2.1182297434005912e-01  1.6682732775317128e+00  -1.0635450408976810e+00  4.8202142345208481e+00  -8.8940023091586995e-02  -1.7506954412817874e+00  -3.7141326908345895e-01  7.4740234596476451e-01  2.3397134798507568e-01  1.8051728132852808e-02  
2.2450682561031403e-14  9.9999999999999933e-01  -2.3498598340765053e-01  1.9713978402368197e+00  -1.5125256464492527e+00  6.0552489244565049e+00  2.4737422082980792e-01  -8.9854125230319848e-01  -6.5586372649646418e-01  3.7535653106997841e-01  2.4057267140232516e-01  3.2868993199719670e-02  
-1.0778482105555526e-14  1.0000000000000266e+00  -3.6642727848229451e-01  2.0435542620122038e+00  -7.9372037055915856e-01  6.1899082075052512e+00  -1.8913446087131254e+00  -3.4913852306151974e-02  1.7510370160729511e+00  -4.8577310073639482e-02  -3.0879379800400031e-01  5.8329155948052755e-02  
-2.4395647261329518e-14  1.0000000000000295e+00  -3.1075057539421452e-01  2.0631988768400880e+00  -1.4246737259774527e+00  6.1533617199393138e+00  -5.2077654498115122e-01  -3.4445558825860612e-01  2.7725150385503716e-01  2.4411948346344298e-01  -2.7319554679166632e-03  -2.3981440100292232e-03  
1.4951626008333050e-14  1.0000000000000029e+00  -1.7236981884404207e-01  2.0972295673017003e+00  -1.0794630942833006e+00  5.0657579727572903e+00  2.6677339296695552e+00  6.3774224044527266e+00  -4.9953767851029660e+00  -5.9490383350429763e+00  1.6919227649188189e+00  1.4706530969158003e+00  
-8.9667701338801536e-14  1.0000000000000078e+00  -3.1365108701906097e-01  1.7456882897693324e+00  -1.7615490954356856e+00  6.2094747332493609e+00  -9.1761193502926969e-02  -2.4225893116960591e+00  -7.0192337344805866e-01  1.0643618650174766e+00  4.6475107001989940e-01  4.9546179429067208e-02  
6.9644480813527869e-15  1.0000000000001097e+00  -1.6695495246110884e-01  2.1785987260232633e+00  -1.5325140656707343e+00  5.6637367783722121e+00  8.3504289522015597e+01  8.4465360959975868e+01  -1.4428251801390090e+02  -9.5802572379068067e+01  5.0599741086453896e+01  2.8908733960297592e+01  
#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
1.7589721687314567e-15  1.0000000000000560e+00  -2.3300661728802691e-01  2.2977812196490777e+00  -1.0277062070465413e+00  5.4489396576488769e+00  -7.4549872460253530e-01  4.3939539835444570e+01  -7.5935547680994606e+00  -3.8026278266070818e+01  3.4807296110680124e+00  8.4176311182889485e+00  
-1.1306353564903665e-15  9.9999999999997113e-01  -3.0309835575284738e-01  1.6720599320085381e+00  -6.8798273112855202e-01  3.9620846852192186e+00  -1.9754705967316468e+00  -1.1556621002320850e+00  2.0468656252349939e+00  3.4916756797187432e-01  -4.1854243030539640e-01  5.8784827791990069e-02  
-1.3506226751197543e-14  1.0000000000000151e+00  -1.5912499032799790e-01  1.7618154031245523e+00  -1.2458767875711663e+00  5.1734236563473903e+00  1.0039475775206115e+00  -1.9577215774038672e+00  -1.8061968700256872e+00  6.8418022045543414e-01  6.3827361778197034e-01  1.0333789924506287e-01  
1.2128991463410332e-14  1.0000000000000027e+00  -3.6092001235899968e-01  2.1790005198572926e+00  -1.0624814452642792e+00  5.5713981620480260e+00  -2.3437050093721963e+00  3.3247715925079051e+00  2.1643112850636017e+00  -2.4219795673201592e+00  -4.3013386100164719e-01  4.6424071793401789e-01  
-4.0603366057778587e-13  1.0000000000003673e+00  -1.9387760242475433e-01  1.4700770409592492e+00  -1.2885086245121726e+00  6.0750795170219298e+00  1.6515069344577649e-01  -4.3637665015886489e+00  -1.1735509771979786e+00  1.9211930753796596e+00  7.2990574042470513e-01  6.7219946932297714e-02  
9.0987226494031178e-15  1.0000000000000016e+00  -2.3841316631237602e-01  2.0505758462909012e+00  -1.0806616423667736e+00  4.8665871344768528e+00  5.3437356165772087e-01  4.3637439549074131e+00  -1.7357647233792455e+00  -3.8530843779682296e+00  6.6549264610875580e-01  8.9833843138571212e-01  
7.4506071137720747e-14  9.9999999999990974e-01  -2.3482037417041671e-01  1.9692367694287816e+00  -7.1110670436605594e-01  5.6302816813026473e+00  -8.2032864089541624e-01  -3.0696415531001486e-01  6.9279784692063728e-01  1.7460192681918396e-01  -1.0665915264600084e-01  1.0284184384124637e-02  
2.3449310297654286e-14  9.9999999999999323e-01  -1.9364545963482110e-01  1.6956230737165832e+00  -1.3183953619597919e+00  5.4608796992796353e+00  4.6934429664746657e-01  -2.2833706453297395e+00  -1.1880264064923729e+00  9.1418926059887062e-01  5.0579411711890065e-01  6.1353820789875113e-02  
7.4893045859959636e-14  1.0000000000000879e+00  -2.6460507768730573e-01  1.7351302122761736e+00  -1.8528062858286991e+00  5.8692719546326160e+00  1.8488131907360863e+00  -4.5806638527965138e+00  -4.0218651991021162e+00  1.7614523457281370e+00  1.8120967730506168e+00  3.2742943992351037e-01  
-3.3910918190538153e-14  9.9999999999996025e-01  -2.3027414813853281e-01  1.7334556149369413e+00  -9.3233540423375416e-01  4.4891518811408835e+00  -5.6231723418912383e-01  -1.1463133754730523e+00  3.3434838723136751e-01  5.2663661532588868e-01  2.2225983649029647e-03  -4.5949261391069075e-03  
2.8750523357888400e-14  1.0000000000000850e+00  -3.9576681901727895e-01  1.8182421626508041e+00  -1.4874661880417268e+00  5.2864877634585863e+00  -1.0308459700384818e+00  -1.1511392764630255e+00  6.5051877869850039e-01  5.7683345305150091e-01  -6.4038010712473680e-03  -5.6472825977687355e-03  
2.0854734241336364e-15  9.9999999999998102e-01  -2.6525047829166182e-01  1.7408366084725171e+00  -1.3242947324092236e+00  4.4560702103861942e+00  2.6260807672045527e-01  -1.8869441070760371e+00  -1.0145804068047459e+00  7.5962212618691494e-01  4.7413173222685023e-01  6.7940025914911689e-02  
8.0124884000454302e-16  1.0000000000000013e+00  -3.6147803969905717e-01  1.9124614107148004e+00  -1.3194754950877419e+00  4.3202289196697841e+00  -6.6923709014146571e-01  2.8236939174553020e+00  -3.3578277865177542e-01  -2.7650007425307717e+00  3.4557519349545007e-01  7.1061808244453073e-01  
-1.4777653896875693e-15  9.9999999999998301e-01  -3.5418440614417418e-01  1.9741183771672892e+00  -1.2978403581342137e+00  4.2281734310366215e+00  -5.4769357335258639e-01  1.5387997934611391e+01  -4.2002266080333168e+00  -1.5432851706981857e+01  2.3076022145629125e+00  4.0443248364819109e+00  
2.0930215189090976e-15  1.0000000000000140e+00  -1.9885872240692842e-01  1.8328090223510451e+00  -1.4142107141160458e+00  5.7763298056083006e+00  5.1037107154867800e-01  -1.5703548977215387e+00  -1.0846349517004539e+00  6.0842160752262542e-01  4.0237377033662541e-01  5.4197230627415757e-02  
-1.4861620489932855e-14  1.0000000000000051e+00  -2.5133642640323328e-01  2.3797793946415813e+00  -9.6538380359315124e-01  6.0728764449731587e+00  -1.3233569831844285e+00  1.0493504649550831e+01  1.5321241066174479e-01  -8.0669139194195036e+00  1.6186409411883018e-01  1.5835362855478445e+00  
-1.0070202753627782e-14  1.0000000000000837e+00  -1.9179902067027010e-01  1.5002741609312056e+00  -1.3549017026796626e+00  5.9811486537495142e+00  4.1082746366466094e-01  -4.4351314606626273e+00  -1.5482557455432318e+00  1.9256818397348290e+00  8.5936155468424369e-01  9.0421607535367182e-02  
9.3248711718558901e-15  9.9999999999996048e-01  -2.0169766516892870e-01  1.7536375319614965e+00  -1.1702215752190912e+00  5.4201532861759381e+00  4.2942742732882171e-02  -1.4374716758400830e+00  -4.6214697667319438e-01  6.0808158252293532e-01  2.2510734628710832e-01  1.9895196176187520e-02  
4.4476844931050012e-15  9.9999999999999922e-01  -3.8091480101836805e-01  1.9757677194080328e+00  -1.3162571152330200e+00  4.2925142510017942e+00  -1.5257460699359573e+00  1.0341989962501453e+01  -1.0775873218241339e+00  -1.0006809783524282e+01  9.3483834732484961e-01  2.4974321397084109e+00  
6.0175928807757799e-16  1.0000000000000013e+00  -2.7203143852231271e-01  2.2509306507755440e+00  -1.0597875197159432e+00  5.3734587965982623e+00  -1.3194535208261662e+00  1.4434293421692884e+01  -9.9345558479504725e-01  -1.2180076392649999e+01  6.8749976044748717e-01  2.6249296265915483e+00  
-1.1261679365326905e-13  9.9999999999995426e-01  -2.2708310788347880e-01  1.7668773891582237e+00  -8.5683080865442407e-01  5.5294518271133102e+00  -5.4814333770440582e-01  -1.0479423644871579e+00  3.3194592495713993e-01  4.8833636289832522e-01  -3.2659355142980327e-03  -4.7729079209697699e-03  
