#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-1.0885374884429349e-14  1.0000000000000064e+00  -2.5567996125907994e-01  1.8756596988267302e+00  -1.1253172102959033e+00  4.1104700324797854e+00  1.4444500490098999e+00  4.3614119250437753e+00  -3.6818295201982338e+00  -4.7775388363765448e+00  1.4851568201562415e+00  1.3645469846986562e+00  
1.1271148075430679e-15  9.9999999999999412e-01  -3.7754440912586013e-01  1.9683758278605310e+00  -1.7675352602979653e+00  5.1399879855380757e+00  6.0477767117987014e-01  3.3700312291294821e-01  -1.9450327338749638e+00  -8.1275891671705924e-01  8.1702067874281847e-01  3.8076643359927376e-01  
4.8864272318915888e-15  9.9999999999999423e-01  -3.6402594378662223e-01  1.7229865304295988e+00  -1.2660367897055216e+00  3.4256028979896151e+00  9.5573226099536968e-01  5.7402833505171529e+00  -4.7506530821975188e+00  -7.4161726681605007e+00  2.4853541842719000e+00  2.4898761633782627e+00  
7.9901639298287021e-14  1.0000000000003633e+00  -1.5183911053318977e-01  1.3856645797024749e+00  -1.2698469192282980e+00  5.0028459061792914e+00  2.6371762184582268e+00  -1.1092015865899247e+01  -6.1761187929765367e+00  4.9010022744187500e+00  3.2244223664616181e+00  4.5569847812653907e-01  
-2.2883582616174067e-14  1.0000000000000437e+00  -2.2193567455249000e-01  1.9171005198844924e+00  -1.5477347219254380e+00  4.9655945532596801e+00  5.6899242598749407e+00  1.2523387166936928e+00  -1.0535996285696051e+01  -3.4986472999562430e+00  3.9756561397535353e+00  1.6471918650160644e+00  
-1.7274527829201337e-14  9.9999999999998024e-01  -2.1631900244520721e-01  2.0969134431683289e+00  -1.4360841984132771e+00  6.1890674202725959e+00  5.5277534476529722e-01  2.3860673184772873e-04  -1.0161786094367424e+00  -1.3378066168362779e-01  3.0836238431518448e-01  9.9001026508386117e-02  
-9.6962892462418475e-15  9.9999999999999678e-01  -2.5149611892160512e-01  1.5341160713194328e+00  -1.4134591688532605e+00  4.1876982886042082e+00  2.5831498358870193e+00  -7.1941709337629920e+00  -6.1031513940683020e+00  2.8812401309045668e+00  3.0834996343684882e+00  5.9280624525194447e-01  
1.1022858183421076e-14  9.9999999999998479e-01  -1.7074317134832731e-01  1.8121310782453153e+00  -7.4197641167390993e-01  4.5078553931883603e+00  -2.9931128072528435e-01  -8.1108317588975298e-01  1.2554696134607102e-01  3.8682123244199729e-01  1.9815540224234762e-02  -1.6755866285796468e-03  
9.9836479219379425e-15  9.9999999999999190e-01  -2.6790280087003293e-01  1.8211515519375359e+00  -6.9180008701189655e-01  3.5555771644966483e+00  -4.5168521446801062e+00  1.1764366815845221e+01  4.1584759100339657e+00  -1.2310307170701469e+01  -8.8174374376809672e-01  3.1611959334550193e+00  
#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-1.8568925877604543e-14  9.9999999999996936e-01  -3.4956527220802541e-01  2.0101953922604676e+00  -1.6695239359741563e+00  4.7371306886679188e+00  5.4479682008218280e+00  1.0473032090919084e+01  -1.3350794877539197e+01  -1.2007437684166614e+01  5.6095126502401635e+00  3.8500195613893462e+00  
1.6617057216289213e-14  9.9999999999995581e-01  -3.1589550736667427e-01  2.4088728946218128e+00  -7.6785560907482409e-01  6.1171293622175842e+00  -1.0637645222230296e+01  2.3059619855488052e+01  9.3103370076899203e+00  -1.8413376191938841e+01  -1.9758179801345788e+00  3.6384238945038443e+00  
2.1174040387152703e-15  9.9999999999999434e-01  -2.8150142904792713e-01  2.0139192331870044e+00  -1.5410798534742847e+00  4.9302048121796505e+00  3.9833298498038472e+00  5.2515042189363053e+00  -8.2596527414511787e+00  -6.0692337941886372e+00  3.1449240485282819e+00  1.9149428101675663e+00  
2.7066056517575091e-14  9.9999999999998224e-01  -3.7699938138434191e-01  1.8961014092453639e+00  -9.9672517276626982e-01  4.9063918125493799e+00  -1.9749589656699575e+00  -2.7351432178125679e-01  1.8732549480929515e+00  1.7717303554870285e-02  -3.4254592335847978e-01  6.1966126463931404e-02  
5.1587525757209076e-15  9.9999999999998801e-01  -2.0155961156561919e-01  1.9898190349279474e+00  -6.2559499390930517e-01  5.1050740612087466e+00  -8.5687454528588347e-01  1.9134997197196257e-02  7.7764829449528738e-01  -2.9616913141621272e-02  -1.3543943603166803e-01  4.0614346939037801e-02  
-9.9649210616920893e-15  9.9999999999998246e-01  -1.9534436387698301e-01  1.8786454339350271e+00  -1.2889413947946209e+00  5.6318248184317188e+00  2.8230600991619526e-01  -1.1116971092818693e+00  -6.8485791116666661e-01  4.5665256524165682e-01  2.5126647735836527e-01  2.9884647952330933e-02  
-1.3555479574890585e-14  9.9999999999998535e-01  -3.5235319697278034e-01  2.0252009180698840e+00  -9.4767558568837795e-01  5.2620488388561020e+00  -1.9874806734865909e+00  5.5851418991873603e-01  1.9120077040007166e+00  -4.4243636182531138e-01  -3.6491431271495223e-01  1.1906217508890636e-01  
-3.8207617627516303e-14  1.0000000000000042e+00  -2.9180221378158977e-01  1.6800630779780992e+00  -6.9065902068893592e-01  4.1268269765445620e+00  -1.6868880845485363e+00  -1.1563879193344260e+00  1.6894193485640523e+00  4.0088890810722522e-01  -3.2757213556981524e-01  3.9030264599379402e-02  
3.0112144288768722e-14  1.0000000000000084e+00  -2.4447940539124105e-01  2.4182248264916995e+00  -1.2542692661173989e+00  6.2055596813481495e+00  1.2777824154206416e+00  1.8571269037515123e+01  -5.2321898890654488e+00  -1.5015336385135333e+01  1.9411887000285128e+00  3.1540447455141996e+00  
6.3414039809721174e-15  1.0000000000000202e+00  -1.8332189986920250e-01  2.2714425257278346e+00  -1.6522193887303880e+00  6.3248967951112327e+00  7.3727300925316097e+00  8.1486027381283233e+00  -1.2558894053827403e+01  -8.1843664169977863e+00  4.1228739481699535e+00  2.2718833586578913e+00  
-1.1210212594374535e-14  1.0000000000000051e+00  -1.8991522654229495e-01  2.2705316171331495e+00  -1.0680479584894478e+00  6.3545149205499634e+00  2.8308810602996748e-01  2.1106774086830855e+00  -7.0944184322245407e-01  -1.3916385614578166e+00  2.2027776743411498e-01  2.6725924788919353e-01  
4.8484402312457884e-15  9.9999999999999911e-01  -3.3691822729753429e-01  1.7170476645100725e+00  -1.1326594235219052e+00  3.3784556119407387e+00  -4.0147093452822948e-02  4.7593203977955092e+00  -2.2639406751438012e+00  -5.8602772485682504e+00  1.3168399960346884e+00  1.8203696408451466e+00  
1.1708662871619579e-13  9.9999999999986044e-01  -3.3393248985638507e-01  1.7523823723229726e+00  -1.1667046750724439e+00  5.4657018911593322e+00  -9.0981346296688659e-01  -1.2949834027513083e+00  5.7972082708284756e-01  6.1573679318023644e-01  -5.7108736529728425e-03  -6.0224516175986804e-03  
-5.9750707883082903e-15  9.9999999999998934e-01  -1.8887457728450141e-01  2.1727115539331763e+00  -6.5638907001281233e-01  4.9732497450575393e+00  -1.5386610283837958e+00  1.3471776926595993e+01  3.4636069441411754e-01  -1.1676936720218734e+01  1.6044436507625229e-01  2.5557310675312919e+00  
-4.4146709959777168e-15  1.0000000000000049e+00  -1.8279276696610761e-01  1.6813123199561901e+00  -1.1579637801078762e+00  5.1015138261919688e+00  3.2845928484870046e-01  -2.0228944878719397e+00  -9.2707685320010957e-01  8.1812868561786112e-01  3.9930091059943718e-01  4.4011797201032252e-02  
1.0677563918872366e-14  9.9999999999990785e-01  -3.1931834541514309e-01  1.6946919549257486e+00  -1.5573908713594482e+00  5.0704195096330666e+00  -1.4312067479495671e-01  -2.5332224254099200e+00  -6.9539536648992495e-01  1.1231180551755160e+00  4.9066817243042193e-01  5.2847089776973853e-02  
8.4037096966966326e-15  1.0000000000000158e+00  -1.4714145333942122e-01  2.0153831255963794e+00  -7.9748243794172302e-01  4.3807351648629060e+00  3.1262893950582722e+00  1.3131932436850231e+01  -6.5959269100856508e+00  -1.2905673615736543e+01  2.4463789569115186e+00  3.2573969771822409e+00  
-1.3011161443843312e-14  1.0000000000000029e+00  -1.5201654703593184e-01  1.7534355265829649e+00  -7.7299812327423778e-01  4.0274321061684359e+00  2.5695762875083084e-01  -9.8262042413538264e-01  -6.5326850797132541e-01  3.3531015472124537e-01  2.4513563537841518e-01  5.2265973536659655e-02  
3.0675590462653939e-15  9.9999999999998535e-01  -2.6183171898448798e-01  1.7936519801534969e+00  -1.7102392292356798e+00  5.7090156568041968e+00  9.2077848553578379e-01  -2.6236538638188773e+00  -2.0810369161214717e+00  9.9499774479751824e-01  8.7530042823162280e-01  1.4476547722951272e-01  
-2.6446826219636049e-14  9.9999999999999911e-01  -3.6341132794134440e-01  1.6144714643491669e+00  -7.5080278014755342e-01  3.8066097095234022e+00  -2.9504781459716458e+00  -1.5296584901773778e+00  3.1919556803222688e+00  3.7200356076260399e-01  -6.9169187127215470e-01  1.1122399799370797e-01  
8.8729190354599450e-14  1.0000000000002636e+00  -2.1186568938343520e-01  1.4735660449507100e+00  -1.3981064316710852e+00  6.2880516526477441e+00  1.4151426287900362e-01  -4.7752863809275397e+00  -1.2805821607049479e+00  2.1338764299068793e+00  8.3889401812930142e-01  8.0134061345114554e-02  
3.0042459519704295e-13  9.9999999999999911e-01  -2.4167817134203476e-01  1.7615635488171018e+00  -8.3099361801086946e-01  6.1218463889197992e+00  -6.0267150706950434e-01  -1.1119493677182566e+00  3.6927907189207099e-01  5.1646191653144058e-01  -3.6370644530214404e-03  -5.0481117832468381e-03  
#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
7.6732153931896097e-15  9.9999999999999734e-01  -2.2900723865681089e-01  2.1466550878601351e+00  -1.0704292219728697e+00  5.4849479776775709e+00  1.0660195593163703e-01  2.8926851646410112e+00  -7.3978143154498888e-01  -2.2190573589457410e+00  2.8543420339771519e-01  4.6455233683981512e-01  
-1.4069511473933161e-14  1.0000000000000548e+00  -1.5644049338647020e-01  2.2135291048574852e+00  -9.4574459818883150e-01  5.1581838690673356e+00  7.3426011930261703e+00  3.4503648986846997e+01  -1.5729263629199540e+01  -3.1567916463955797e+01  5.6384332968005406e+00  7.4567335858963233e+00  
-3.0357027732851145e-15  9.9999999999998013e-01  -2.4870852786041367e-01  1.9495825818609995e+00  -1.0092671251195018e+00  4.8907774455641304e+00  -5.5972438850665285e-01  -1.2108030519860907e-01  3.4633341321874256e-01  2.1563603677723323e-02  -2.1003288033095677e-02  4.1793596857012491e-02  
-2.9965993068121582e-15  1.0000000000000036e+00  -1.4513744490957137e-01  2.0307958307164040e+00  -6.9690113494360928e-01  4.4381503126779815e+00  1.3921338572243882e+00  1.0836101369503332e+01  -3.4549666378727020e+00  -1.0205991047292013e+01  1.3098601665915250e+00  2.4519529166820497e+00  
-1.1865614861185011e-14  1.0000000000000309e+00  -3.9690541485383052e-01  2.3788167332213583e+00  -7.6396298735958634e-01  6.3097156179220777e+00  -1.1546209454154779e+01  1.4503344288415997e+01  1.1295664959489743e+01  -1.1568850465193739e+01  -2.5492485734614041e+00  2.2659839439864262e+00  
-9.6126532102471355e-16  9.9999999999999589e-01  -1.6311671025089119e-01  1.6041985153554532e+00  -7.8502546365913550e-01  3.2726153238194522e+00  1.2003041222581330e+00  -1.1625693882576402e+00  -2.4992038951134319e+00  -1.9662445783658930e-01  9.8537783131402090e-01  3.6828776610453740e-01  
3.5744527055765799e-15  1.0000000000000084e+00  -2.3877828958263672e-01  2.1828013051688542e+00  -1.2827462350860905e+00  5.6662918178611825e+00  9.6995536288515449e-01  3.8040248714745775e+00  -2.1518097830463905e+00  -3.1060594323469539e+00  7.2007005431185145e-01  6.9382566012149760e-01  
2.4833051401156494e-13  1.0000000000001017e+00  -3.1856637011002648e-01  2.2646027718114610e+00  -1.7163239691923780e+00  5.6333023553600530e+00  5.4768392976844581e+01  2.0012655176128033e+02  -1.4675600109739739e+02  -1.8992823338464351e+02  5.7792749732522715e+01  4.9612572819660635e+01  
2.6155176949905597e-15  9.9999999999999856e-01  -2.9028479232510229e-01  2.2903720249384816e+00  -9.2527371082475451e-01  6.0779235933509757e+00  -1.6254563147933716e+00  3.8760942511633685e+00  1.3824155933883544e+00  -2.6780001097032207e+00  -2.5503081220538665e-01  4.8827787705108117e-01  
1.0770017177338356e-14  9.9999999999995703e-01  -3.7797495085730165e-01  1.8906958537371175e+00  -1.3390372810625748e+00  3.9531348368572359e+00  -1.8505594439618855e-01  1.1737445395826404e+01  -4.1346583495630753e+00  -1.2433420446037815e+01  2.2880380272503653e+00  3.4650485321958313e+00  
-2.3413202687624136e-15  1.0000000000000000e+00  -3.9685940422432003e-01  1.9593947422771534e+00  -1.0496749643433909e+00  4.2205045452041281e+00  -6.2586667065410904e+00  1.0199810394996934e+01  5.8301140874365398e+00  -9.6686427577515683e+00  -1.2755744022015674e+00  2.2361325119484325e+00  
2.8117687804168141e-15  1.0000000000000020e+00  -3.4133839281689865e-01  2.0651860718341517e+00  -1.4284182249354405e+00  5.1098307532503426e+00  -1.7065136657195135e-01  2.8261894353102832e+00  -7.9313940406476346e-01  -2.4094040813251540e+00  3.9578784526496491e-01  5.6315166562745855e-01  
4.8432491485528932e-15  9.9999999999995393e-01  -2.3328528865997800e-01  1.6658867760125935e+00  -1.4574332407583763e+00  5.2136894663982405e+00  6.4204523816114434e-01  -3.0750734391634755e+00  -1.7206821081487562e+00  1.2499649716886871e+00  7.9781757454146285e-01  1.0966470200839529e-01  
-1.1498746381818245e-13  1.0000000000002052e+00  -2.6653823969650253e-01  1.7042904292057832e+00  -6.6684746742637435e-01  5.3135884495930066e+00  -1.0927490818512759e+00  -1.1676571652676544e+00  9.5445651274370280e-01  4.9110812592752484e-01  -1.4227198708090505e-01  8.6626869716316460e-03  
-6.3785854864083867e-15  9.9999999999999556e-01  -2.5739992088715241e-01  2.1185765478628946e+00  -1.1609968992451776e+00  5.6582542474839714e+00  -3.0951831558055876e-01  1.0127277935512471e+00  -2.2557555762668029e-02  -6.8602466068017476e-01  6.9108707477794656e-02  1.5234037603690265e-01  
-4.8217194605456654e-14  9.9999999999992395e-01  -3.4770064675014095e-01  1.5072592551421720e+00  -1.6104181152895551e+00  4.7499791644590550e+00  -1.9709041551622276e-02  -6.8186965445099181e+00  -2.1510905300642458e+00  3.3315877237503253e+00  1.7681766950021021e+00  2.2964450075849058e-01  
1.8959737690770733e-14  1.0000000000000866e+00  -1.8662008339345565e-01  2.3586532295613534e+00  -1.1331073694836953e+00  5.9293080004092049e+00  3.8623407079778698e+00  2.0681934353425611e+01  -8.6890277129727220e+00  -1.7437826518587698e+01  2.9862587609393305e+00  3.8287040252407674e+00  
2.3582680441164777e-15  9.9999999999999500e-01  -3.2537599903754749e-01  2.0515285667340604e+00  -1.2486557444433313e+00  5.4544060963795467e+00  -9.4581924885271129e-01  1.0445196159712505e-01  7.3187325296472650e-01  -3.5002385977019088e-02  -1.0023944259026675e-01  3.5656459158441844e-02  
-1.3858172373110634e-14  9.9999999999999201e-01  -2.6554658968698142e-01  1.7188297198972375e+00  -1.6638769448782449e+00  5.1963724989705948e+00  1.5536884055505036e+00  -3.7532061480438323e+00  -3.4338849068409472e+00  1.3891014063333273e+00  1.5198599077710693e+00  2.8432100771497426e-01  
3.6651984567348218e-15  1.0000000000000007e+00  -2.7276507843196179e-01  1.9201717921531207e+00  -1.6805059208554112e+00  5.6674232268392419e+00  8.2450423411024631e-01  -1.2939770548099387e+00  -1.7347930653030246e+00  3.6983587866972800e-01  6.4479466820088183e-01  1.3956059689909478e-01  
7.9392490747956242e-14  9.9999999999993150e-01  -1.9694966875318029e-01  2.0242770436696147e+00  -1.2147639881097343e+00  4.6798748346483681e+00  6.5420279170233728e+00  1.1587227143356541e+01  -1.2752525368715567e+01  -1.2479660302394922e+01  4.7282505231484322e+00  3.5634297237403838e+00  
5.7221688791305510e-14  1.0000000000000178e+00  -3.3223148514198653e-01  2.1923153811778939e+00  -1.3644308503901346e+00  5.0423241866208466e+00  -2.4506233461431037e+00  5.7292254403530791e+01  -1.3815257270004441e+01  -5.2693884133921358e+01  7.0700465696475270e+00  1.2658359045272716e+01  
-3.8046092989004222e-14  9.9999999999998179e-01  -3.4253554429097921e-01  1.8500868625406923e+00  -1.1138659037092666e+00  6.0607614764919058e+00  -9.7778930372749162e-01  -7.9504853892709382e-01  7.0897608053510153e-01  3.8870754555350795e-01  -6.5244527258433660e-02  2.0237857245552875e-03  
-8.2771726860950134e-14  1.0000000000001186e+00  -3.0654663957259132e-01  1.9524838706144203e+00  -1.0618549116559681e+00  5.1778517111907663e+00  -1.0097301985771496e+00  -3.1522891216931759e-01  8.3075009831154389e-01  1.7490703138911590e-01  -1.2188041495303389e-01  1.2274703282847636e-02  
-2.5115780750323681e-14  9.9999999999981137e-01  -2.9981641205671028e-01  1.7892825367133207e+00  -1.2667082288358451e+00  5.2474488669101387e+00  -6.9424717543505743e-01  -1.0812101334604094e+00  3.9424295158319944e-01  5.1588933549694227e-01  1.1685982694303683e-02  -3.4893655076412757e-03  
5.9173523372677157e-14  1.0000000000000886e+00  -1.8301054548410622e-01  1.8815117550303080e+00  -8.1877063425479635e-01  6.1202762538132749e+00  -3.6152069748693788e-01  -6.5151439400892475e-01  2.0307923301470893e-01  3.3438358437204008e-01  -1.9918363837444107e-03  -3.2724278501922973e-03  
-1.7618164191964145e-16  9.9999999999994293e-01  -1.9283177124681256e-01  1.6250191608388724e+00  -1.0829996138032107e+00  4.1509955375301519e+00  6.2457075350486413e-01  -2.5529785311472901e+00  -1.5134686171589680e+00  1.0028447316341833e+00  6.4855074671951063e-01  8.9286050531200020e-02  
3.1917052765743663e-14  1.0000000000000415e+00  -3.8110372425079936e-01  1.8163624205440034e+00  -9.7664848936944260e-01  4.7325276497698177e+00  -2.0051746270817485e+00  -6.1941936789340257e-01  1.9110058030338359e+00  1.6952265854799117e-01  -3.4811204449190369e-01  5.2549056037457034e-02  
1.5141787819119435e-15  9.9999999999998845e-01  -3.8166286725936022e-01  2.2712452524086610e+00  -1.5481771445648398e+00  6.1571030449497588e+00  -9.1946795075801047e-01  2.9750647167316928e+00  3.3536096105354518e-01  -2.0342936070041553e+00  3.2592440215700937e-02  3.8350471219406596e-01  
-3.8062368455967739e-15  9.9999999999992062e-01  -3.5064541845328956e-01  1.7713710910319440e+00  -1.7753416475782058e+00  5.8282314607662968e+00  -2.8515383370753433e-01  -2.1777598805564509e+00  -4.6392372530965831e-01  9.8420508925989247e-01  3.9263049505370440e-01  3.9440156156760803e-02  
-5.1612477206677917e-15  1.0000000000000004e+00  -3.8215668444965312e-01  2.3379396287801577e+00  -1.4219007009762459e+00  5.9703960543634391e+00  -2.0769740843169089e+00  9.5447430938617224e+00  5.3114789444043564e-01  -7.4060712575349399e+00  1.4946029757687532e-01  1.4751069817844140e+00  
1.3136688427065355e-15  9.9999999999996991e-01  -2.2843105668949099e-01  2.1572162923283686e+00  -1.4692823863611182e+00  5.9928765746420085e+00  1.3555285158786314e+00  1.7902742326875720e+00  -2.4303414041079230e+00  -1.5954626774662612e+00  7.5815187838692388e-01  4.1968391732889426e-01  
3.8381974241098995e-16  9.9999999999999767e-01  -3.8738377264370627e-01  2.2080053033946565e+00  -1.2114339216808689e+00  5.7764705267003347e+00  -2.1675504731578075e+00  2.9650248236645806e+00  1.9170278129769254e+00  -2.0680882248816461e+00  -3.6072752887027804e-01  3.8599804555146910e-01  
1.8787574799623782e-14  1.0000000000000218e+00  -3.1201376792852792e-01  2.0809338400622939e+00  -1.7847346398011736e+00  6.2221290344093267e+00  2.7981483509330340e-01  -3.1626868921988938e-01  -8.4765353553153844e-01  3.7040305534913928e-02  3.1378106241073778e-01  8.9220924100552684e-02  
#q1           q2            q3            q4            q5            q6            lamb1         lamb2         lamb3         lamb4         lamb5         lamb6         
-5.9301638451353272e-14  9.9999999999995837e-01  -1.7884466601861715e-01  1.9557908693166575e+00  -1.1064766823279650e+00  6.0187217730464537e+00  5.9832166903705589e-03  -6.0749274216167115e-01  -2.2961429200767230e-01  3.0176896664365810e-01  9.6929627030520132e-02  7.4006165694355495e-03  
2.4653571277245915e-15  1.0000000000000016e+00  -2.7998682926767310e-01  2.2515332640904520e+00  -1.2429718488846848e+00  6.2551195669638453e+00  -4.4179722837418967e-01  1.8179827475398036e+00  8.3166974856957024e-02  -1.1426689646065615e+00  4.4659367025618207e-02  2.1322459164986290e-01  
-6.4337805838312545e-15  1.0000000000000091e+00  -3.8209274493806650e-01  2.0507984495500868e+00  -1.6877424519905468e+00  5.4691148910981671e+00  -3.9467365585391045e-01  4.5967904251679581e-01  -1.8045741782955882e-01  -4.3949749467873406e-01  1.7489960257795228e-01  1.5099938919035505e-01  
-2.4210054667352684e-14  9.9999999999998401e-01  -1.3662895964033211e-01  1.9551215378872142e+00  -8.9205649788738772e-01  5.5297753963756957e+00  1.2707022657581341e-01  -5.5308380958190273e-01  -3.1742061686233980e-01  2.7395241338790838e-01  1.0468886062310900e-01  9.0588944535532623e-03  
-7.4452512491378877e-15  9.9999999999999634e-01  -2.6267277452714788e-01  1.8258222144945124e+00  -1.7661552616896290e+00  5.1228507651629185e+00  5.5952334681108615e+00  -3.1521186902850520e+00  -1.0872476241711434e+01  -5.3220991617100299e-01  4.4978153212993073e+00  1.3775731700443281e+00  
6.4939528228419647e-16  9.9999999999999689e-01  -3.0668470936317577e-01  1.6665289691245120e+00  -9.8562698519541792e-01  3.1399809074536860e+00  -2.9972679540452718e-01  5.1203887459461743e+00  -1.7778777269550257e+00  -6.4462805761350435e+00  1.1494700345209421e+00  2.0042518620082181e+00  
-3.3866327716523115e-14  9.9999999999996281e-01  -2.8762243297845730e-01  1.7778030134185077e+00  -9.9855639041397237e-01  5.0970971826909137e+00  -7.1378291926671666e-01  -1.0833763072775811e+00  4.3802610381327411e-01  5.1551379722614876e-01  -4.3251868904150351e-03  -5.0399020598731782e-03  
8.5456256174015245e-15  9.9999999999999334e-01  -3.1158552824721875e-01  1.6021162943646983e+00  -6.6734113400175343e-01  3.1427858865754743e+00  -3.4547013887710754e+00  -6.7663875500687154e-01  4.0799205245760843e+00  -4.3264092132843812e-01  -1.0169788513073885e+00  2.9412414468085835e-01  
-7.6369810905264624e-15  1.0000000000000024e+00  -2.1565942552993619e-01  1.7823160408023857e+00  -1.0647894730618728e+00  4.5776400429057382e+00  -3.9983195958846002e-02  -1.1982296938700423e+00  -3.3794869834455815e-01  5.2200708093359494e-01  1.7954205617367414e-01  1.5006276863652579e-02  
-7.0217160393902507e-15  1.0000000000000078e+00  -3.9550291204588056e-01  2.0909046359868770e+00  -1.0445406757478062e+00  5.5369612843489744e+00  -2.4346641512975635e+00  1.1379526412393988e+00  2.3526773245541248e+00  -8.2511132308070878e-01  -4.5842458441821460e-01  1.8127475052791192e-01  
1.9727112245130443e-14  1.0000000000000304e+00  -3.4450275396268160e-01  1.9926700523969985e+00  -6.3707489748113089e-01  5.6693943812385381e+00  -2.2887232208166277e+00  2.3091206656188225e-02  2.2732783279045341e+00  -1.8616536040985079e-01  -4.4242947819886497e-01  9.9300156671786433e-02  
-9.9148576337231900e-15  1.0000000000000100e+00  -3.3011655399215489e-01  1.7514696991892371e+00  -1.6389311692670896e+00  5.5050513226214122e+00  -2.5586050880895483e-01  -2.0743951356117609e+00  -4.4324483459923680e-01  9.2824373432344864e-01  3.6048128181132461e-01  3.5139843332202769e-02  
-2.2021801983146073e-14  9.9999999999993883e-01  -2.4479891911579577e-01  1.5641628118179167e+00  -1.5160672194486955e+00  5.1057436366446041e+00  1.0490137789661718e+00  -5.2842429774254702e+00  -2.9306203594967943e+00  2.2650492048743471e+00  1.5347950952191067e+00  2.2454736223605756e-01  
9.8854306190260483e-16  9.9999999999999967e-01  -1.5293099176251540e-01  1.8864631559006744e+00  -1.4488821409627282e+00  5.7923624334503137e+00  1.7883427890576227e+00  -1.5240299684784770e+00  -2.8937383047473055e+00  3.0305297699533651e-01  9.4311229746310354e-01  2.0906647721979837e-01  
-4.5183508907455039e-15  1.0000000000000093e+00  -2.0036988377139020e-01  2.2465401759799750e+00  -7.6578020760567456e-01  5.7924847767258942e+00  -6.3294286308223902e-01  4.1301322577036821e+00  2.8415855061417361e-01  -2.9854392702688894e+00  -2.6725598852576384e-04  5.6789559950942703e-01  
-8.1935205410837984e-15  9.9999999999998701e-01  -2.8785191396996246e-01  1.6884010390798783e+00  -9.6940279515199679e-01  3.0815744449017171e+00  1.3780410759675390e+00  1.6884151441618023e+01  -8.1918941392080917e+00  -2.0729489310068971e+01  4.4579630784897688e+00  6.5856007797631655e+00  
-1.7796840063509300e-15  1.0000000000000062e+00  -3.5682494640861778e-01  2.1978839363137448e+00  -1.4348532857460814e+00  5.9350337791495713e+00  -8.8549625694671141e-01  1.7797479933967673e+00  4.8586102102974305e-01  -1.1682000421988681e+00  -2.6965185343294562e-02  2.2570562402029998e-01  
-4.7972109898764560e-15  9.9999999999997391e-01  -1.7634343383681531e-01  1.7834982517833877e+00  -1.0271894316455195e+00  3.6119112281359920e+00  5.1569329463334363e+01  5.7026731998844852e+01  -9.9907287586601740e+01  -8.0729696428830408e+01  4.1278997327603939e+01  2.8702458479245657e+01  
-4.0831178887578379e-15  9.9999999999997580e-01  -3.2693925281017311e-01  2.0487436768571787e+00  -1.3684894315199903e+00  5.3310925313693751e+00  -5.9841166180866168e-01  6.3173688552259777e-01  2.2452730893132200e-01  -4.7967177919353987e-01  3.4815989621481941e-02  1.2898767135481290e-01  
-1.5580892336650069e-15  1.0000000000000169e+00  -2.0262141426479505e-01  1.6781390432060086e+00  -1.3902193951498418e+00  6.3775505302746796e+00  1.5921859942935535e-01  -2.2261774985965430e+00  -7.6389523715937924e-01  9.2683195713988176e-01  3.8030764975314058e-01  3.6852031971950874e-02  
-1.5672440356583246e-15  9.9999999999999245e-01  -2.6362497630407594e-01  2.0663102230741521e+00  -7.3625126640548844e-01  4.7217168852278766e+00  -2.5003391549501917e+00  6.6417310055593601e+00  2.2919732867015936e+00  -5.6969924106038832e+00  -4.7896704000826584e-01  1.2302381115674748e+00  
6.7754674633304927e-15  1.0000000000000022e+00  -2.6586333740599999e-01  1.9955157246181545e+00  -1.5230089001865037e+00  4.8519089804789717e+00  5.3366898606865654e+00  5.9692383504201771e+00  -1.0788396678529068e+01  -7.3135426273183253e+00  4.1439167998826330e+00  2.4179511694918427e+00  
-3.9430955514001790e-16  1.0000000000000089e+00  -3.9441120377693106e-01  2.3958139719327174e+00  -1.2638476543554540e+00  6.1634499864099910e+00  -4.8848378196155959e+00  1.3071770980315065e+01  3.3373874046883296e+00  -1.0058448769292168e+01  -5.2195870263944488e-01  1.9442485980231528e+00  
9.5066393960431379e-15  1.0000000000000056e+00  -3.7522899796450959e-01  1.9668930838906140e+00  -1.3210750466193013e+00  4.5228320506095354e+00  -1.1772115360357729e+00  3.2513960508633035e+00  3.8991325586857661e-01  -2.9262523993255201e+00  1.0891111760264016e-01  6.8828664550500518e-01  
-3.1606504237117965e-14  1.0000000000000406e+00  -2.3453819158723363e-01  1.8649784734526320e+00  -1.5961208450488820e+00  5.4835945134488728e+00  1.4095652047211256e+00  -1.7038480747855471e+00  -2.6456705717136622e+00  4.1798233133232882e-01  9.6445820640383040e-01  2.1655536327633160e-01  
5.5311899629092766e-14  1.0000000000000964e+00  -2.2807980412752507e-01  2.0086203427792464e+00  -9.0346540274240983e-01  6.0067897505367496e+00  -5.0101445027890179e-01  -3.0742373892912234e-01  3.3690731341414071e-01  2.0842869200976039e-01  -3.1418657986898718e-02  7.6411165888742275e-04  
