#q1           q2            q3            q4            lamb1         lamb2         lamb3         lamb4         
2.9595113909868746e-16  1.0000000000000049e+00  -3.1593539160537026e-01  1.2646180133087883e+00  -2.6530136741615373e+00  -6.8436345622301031e+00  2.2880201176627981e+00  3.3322055637935879e+00  
4.1610693825666221e-14  1.0000000000000364e+00  -2.0106270725672842e-01  2.0406368474689867e+00  -3.1481135945463207e-01  -2.7112743678567480e-01  1.5873421586930642e-01  2.0067282783973481e-01  
-1.9157104268551525e-14  1.0000000000000415e+00  -2.0657594824095477e-01  1.6281673642758221e+00  -5.9560282915464380e-01  -1.5021677396718511e+00  3.7778778091857246e-01  6.5080242663817045e-01  
-6.4599777574223324e-15  9.9999999999999500e-01  -3.0736588972968620e-01  1.3134215339617541e+00  -2.0803050062041768e+00  -5.2634058528137428e+00  1.7160336746621181e+00  2.4952313515336804e+00  
7.9365602907987371e-15  1.0000000000000064e+00  -1.5242212407484293e-01  1.6238545554628290e+00  -4.2814708265586260e-01  -1.4461128839284925e+00  2.6833524050694602e-01  6.1811669590680873e-01  
2.5661870952832859e-13  1.0000000000000637e+00  -1.7016243778895651e-01  2.3468851404147109e+00  -1.8185983349204290e-01  1.3781705718587023e-01  7.9102767420050207e-02  8.1464025622627861e-02  
9.6408480389577859e-14  1.0000000000000300e+00  -1.3563853319353883e-01  2.1341446022849362e+00  -1.8317414301155091e-01  -9.3490539974473430e-02  8.6954400474839266e-02  1.4319134943405776e-01  
-8.4375326743342455e-15  9.9999999999995182e-01  -2.1026341134593898e-01  1.9074010653849394e+00  -3.9516208641243905e-01  -5.4969474552294639e-01  2.1381915742261798e-01  2.9284146999091054e-01  
-1.5940369782070172e-13  9.9999999999980960e-01  -2.0951862681957287e-01  1.9872747886816930e+00  -3.5333751520957779e-01  -3.7614672302953067e-01  1.8341217358650141e-01  2.3494212488264843e-01  
-1.5534129069609206e-16  1.0000000000000016e+00  -2.4417457435578918e-01  1.1099822138424662e+00  -5.3677683173691770e+00  -2.0305288932571543e+01  5.1151850446653437e+00  1.0215833121601102e+01  
2.9013491227264211e-15  9.9999999999999190e-01  -2.1738430978446918e-01  1.3236954090166861e+00  -1.2311822845106049e+00  -4.2757464098187157e+00  9.6781061597162288e-01  1.9231488752134493e+00  
1.4491756003741504e-14  1.0000000000000218e+00  -1.4409317899639751e-01  1.8891745251689811e+00  -2.6826492421892478e-01  -5.4486605012080436e-01  1.4413586517521426e-01  2.8478563740830420e-01  
7.6375987332514507e-15  1.0000000000000253e+00  -1.4297396722255765e-01  1.4132435605227358e+00  -6.0315000432023302e-01  -2.8594119091882635e+00  4.3390104964033849e-01  1.2214691215663471e+00  
9.5499506569352038e-14  9.9999999999986799e-01  -1.6069863095545517e-01  2.3069288672660462e+00  -1.7890788444212133e-01  1.0234114598351657e-01  7.8987197484753621e-02  9.0314565324796869e-02  
-3.0693520089530030e-14  9.9999999999998068e-01  -3.0132482885948586e-01  1.6922265487848505e+00  -8.4501108090979948e-01  -1.3849945487317044e+00  5.3409383507003083e-01  6.2828412378640408e-01  
1.2898348389433269e-14  9.9999999999996247e-01  -1.6488752432941398e-01  1.8568759644490906e+00  -3.2432501533559399e-01  -6.3859362673768771e-01  1.7811981378950442e-01  3.1845105760286824e-01  
-2.1817391557535872e-16  1.0000000000000007e+00  -1.8615898775085643e-01  1.1040657509868845e+00  -3.1035625214958849e+00  -1.5322607186419475e+01  2.9042721649182983e+00  7.5328809543782125e+00  
-2.7189453763961507e-14  9.9999999999997036e-01  -2.1731027596979680e-01  1.8104707163083944e+00  -4.7135137428588292e-01  -8.1551072453948414e-01  2.6941127921615693e-01  3.8755928804930334e-01  
1.3207253294084219e-14  1.0000000000000238e+00  -3.3240035313829464e-01  1.7949207502726572e+00  -8.1458603084164727e-01  -1.0369945886899088e+00  4.9154339918192302e-01  4.9642258234118014e-01  
4.6840258536357065e-14  1.0000000000000902e+00  -2.2314322061384492e-01  2.2621185030408100e+00  -2.7048849278705711e-01  2.9612460552733255e-02  1.2382212984261243e-01  1.1313126213630462e-01  
5.3978457961784347e-14  9.9999999999994604e-01  -1.5956905387875794e-01  2.3211285605622867e+00  -1.7471142928526590e-01  1.1670172414211537e-01  7.6644818395967429e-02  8.6519009419889548e-02  
3.9656604836477771e-14  1.0000000000000164e+00  -2.1983014132873951e-01  2.0605530996471186e+00  -3.3935389912747338e-01  -2.4898381216132978e-01  1.7038414817048780e-01  1.9537646696849820e-01  
-7.6130120215110041e-14  1.0000000000000033e+00  -1.6139340817419867e-01  1.8986457152137830e+00  -2.9888825505819039e-01  -5.3336283258729233e-01  1.6039015669651233e-01  2.8235697029627832e-01  
1.1226115040137779e-13  9.9999999999989853e-01  -1.3631934848549793e-01  2.2946692545414367e+00  -1.5233594888072616e-01  9.7347034492803075e-02  6.7270354990484005e-02  9.0733847836704101e-02  
4.3633253152968315e-14  1.0000000000000056e+00  -2.5586845481461057e-01  2.2397477055699442e+00  -3.2530457987955635e-01  -1.3980901334286179e-02  1.5202329392630770e-01  1.2776614256152996e-01  
-7.0115678357041782e-14  1.0000000000000626e+00  -2.0679734213665196e-01  2.4529697419395822e+00  -2.0042353952308545e-01  2.1584482500412899e-01  8.4247059025621462e-02  6.3247473363551437e-02  
-3.3774649648614027e-14  1.0000000000001092e+00  -3.9985237326279627e-01  1.1714733883791624e+00  -3.5247114208898061e+01  -8.0169694284433632e+01  3.4863544913267077e+01  4.3355701483698596e+01  
-4.6571811804719344e-14  1.0000000000000078e+00  -2.8741332968316913e-01  2.4616836982879513e+00  -2.9174431671212925e-01  1.8998927415898764e-01  1.2559276200420558e-01  7.3964879598843028e-02  
-3.3316469157893624e-15  1.0000000000000302e+00  -3.3059407307411887e-01  1.7011430361896849e+00  -9.4215954953109482e-01  -1.4124505071422928e+00  6.0039926088115214e-01  6.4961708563346643e-01  
-1.7735171795799849e-14  9.9999999999996037e-01  -2.7736308358837614e-01  1.9723231520793678e+00  -5.0037357886749234e-01  -4.6630765627945592e-01  2.6783093526681939e-01  2.7321518694138663e-01  
-3.5576037243929226e-14  1.0000000000000695e+00  -1.8762255061982247e-01  2.5407182019981094e+00  -1.6363027256830467e-01  2.8421844467601443e-01  6.6082114735621020e-02  4.6124614983907367e-02  
1.2428517694551749e-14  9.9999999999998468e-01  -2.3598444547273756e-01  1.4693294016194696e+00  -9.4817305780036409e-01  -2.6085453803937755e+00  6.7445595854059381e-01  1.1390526350872712e+00  
-2.5016333892342184e-14  9.9999999999996303e-01  -1.7157711300216694e-01  1.8159111265698258e+00  -3.5925400195558743e-01  -7.5543312880379454e-01  2.0210789157831910e-01  3.5999800389499681e-01  
-1.8523235229650263e-14  9.9999999999995681e-01  -3.8845490993604292e-01  2.5668163505068300e+00  -3.8680152220355141e-01  2.1833565750072809e-01  1.6717947335383532e-01  7.3841837831844906e-02  
-9.5977822896853154e-16  9.9999999999990741e-01  -2.0116173042275948e-01  1.9736597309371637e+00  -3.4370605885941752e-01  -3.9735798163867769e-01  1.7921759595249623e-01  2.4103333247136757e-01  
2.4053980121528369e-14  9.9999999999998312e-01  -3.0603316795945829e-01  2.4575746010103203e+00  -3.1676392329104308e-01  1.7751005261157943e-01  1.3760433435216696e-01  7.8462965636933488e-02  
-1.1478857285527486e-14  9.9999999999998912e-01  -2.3176437416862614e-01  1.4004947023144214e+00  -1.0869415409150660e+00  -3.2833486140741428e+00  8.1080967762333356e-01  1.4513527982692018e+00  
2.9195985063585365e-14  1.0000000000000693e+00  -2.8208491448197376e-01  2.2917772695686951e+00  -3.4427316478197578e-01  3.0973127512827964e-02  1.5875684328517359e-01  1.1698371509513569e-01  
-1.4489752091610896e-15  1.0000000000000036e+00  -3.3584695668240416e-01  1.2845403511577951e+00  -2.7290454814939631e+00  -6.5345816008182016e+00  2.3414193995102526e+00  3.1972991206070627e+00  
-7.8201725518414543e-14  9.9999999999997546e-01  -3.1672550763660312e-01  1.7707321107252214e+00  -7.9332772689233111e-01  -1.0947548752821445e+00  4.8190958372229170e-01  5.1495775406824529e-01  
-2.0333475643400148e-15  1.0000000000000084e+00  -3.2477235488641115e-01  1.2869686069117703e+00  -2.5334294710861895e+00  -6.2424640178033215e+00  2.1554608088857554e+00  3.0274690074426927e+00  
1.4912568046053997e-14  9.9999999999998634e-01  -2.9686596138485544e-01  1.3751347697668572e+00  -1.6238446306270462e+00  -3.9969345840562065e+00  1.2698674874539353e+00  1.8406942156135102e+00  
6.5793670278476519e-14  1.0000000000001186e+00  -3.7090939901463021e-01  2.3671398795720919e+00  -4.4936881852677513e-01  5.3795934287405291e-02  2.0851910996878803e-01  1.1875441270006787e-01  
-5.6918128899291191e-14  1.0000000000000184e+00  -2.7581628675603898e-01  2.0707323806174203e+00  -4.3705359687248990e-01  -2.7385943300961879e-01  2.2257905335467781e-01  2.0909168010410858e-01  
-1.6115005622089688e-14  1.0000000000000016e+00  -3.6481166150725192e-01  1.5413418573242956e+00  -1.4750752265630629e+00  -2.5271963805463367e+00  1.0609608987761674e+00  1.1703350317185321e+00  
-3.1028018169228201e-14  1.0000000000000340e+00  -1.4406698401220128e-01  1.8628965212285948e+00  -2.7826609692686916e-01  -6.0908833131548590e-01  1.5162553847716628e-01  3.0647292250132274e-01  
2.1686063802927569e-14  9.9999999999994171e-01  -3.9001891809864470e-01  1.8767062837742574e+00  -8.9977259636526075e-01  -8.7697981544804393e-01  5.3398253007818020e-01  4.5009034259945346e-01  
1.8949207308652493e-14  9.9999999999997902e-01  -2.7243926568281013e-01  1.5567647011071732e+00  -9.4873140912429554e-01  -2.0565854575950886e+00  6.4528379268837366e-01  9.0581653718921940e-01  
1.2271067088753379e-14  9.9999999999999845e-01  -3.0731287334375129e-01  2.4006197976042074e+00  -3.3875845719431708e-01  1.2700758263976428e-01  1.5067942613203145e-01  9.2153494880662074e-02  
-1.8869281363811087e-14  1.0000000000000160e+00  -2.5189499423576339e-01  1.6059928075605985e+00  -7.8366263457830421e-01  -1.7052055686417895e+00  5.1203737589474541e-01  7.4678885083535917e-01  
-2.1342157106706384e-14  9.9999999999994882e-01  -3.2663825142140651e-01  2.5559476473595075e+00  -3.1011244020377748e-01  2.4246401399015743e-01  1.3077083044907581e-01  6.2913674979672402e-02  
-1.6235448347006386e-15  1.0000000000000007e+00  -2.1724260303706575e-01  1.1225868978132842e+00  -3.3767794143321792e+00  -1.4116365637252992e+01  3.1434483995227032e+00  6.9663658274283442e+00  
1.6135016126211835e-16  1.0000000000000426e+00  -1.7479076211904637e-01  2.5522974351264152e+00  -1.4953210962759361e-01  2.9505002705950834e-01  5.9918433667783148e-02  4.3227672631776730e-02  
1.5436490396410960e-14  1.0000000000000129e+00  -2.7098300689857496e-01  1.4834095423694809e+00  -1.0961945857795210e+00  -2.6114251053394533e+00  7.8308379095750213e-01  1.1560289346500754e+00  
-3.1097077903836572e-15  9.9999999999999900e-01  -2.7609743651216084e-01  1.2540878985076920e+00  -2.1952322976321228e+00  -6.4853547337651749e+00  1.8707095833062490e+00  3.0939226523171879e+00  
2.0369454104500749e-15  1.0000000000000024e+00  -2.5203385296158748e-01  1.1834134754374559e+00  -2.7062984338202285e+00  -9.2887229438199839e+00  2.4219139455601990e+00  4.5226497842288369e+00  
-1.7827169120960331e-14  1.0000000000000586e+00  -3.0879781618664870e-01  1.9245692809921620e+00  -6.1089263207277145e-01  -6.1346452828001152e-01  3.3955874828615651e-01  3.3013803159419053e-01  
9.4843076243197377e-15  1.0000000000000369e+00  -2.0020673068147549e-01  1.9333128109121127e+00  -3.6092744788932857e-01  -4.8214333663331044e-01  1.9209658063179949e-01  2.6892489237626910e-01  
-6.5423900524631079e-14  9.9999999999983968e-01  -1.8077614841746303e-01  2.1636174921558906e+00  -2.4035784869435284e-01  -7.1618034021223409e-02  1.1367645570719087e-01  1.3922124034125227e-01  
-5.6200706414445697e-15  9.9999999999998546e-01  -3.4644650761585133e-01  1.5632113409745938e+00  -1.3023396959976723e+00  -2.2708929909869946e+00  9.1366466230456489e-01  1.0381503776848755e+00  
-1.9694631134790061e-14  1.0000000000000941e+00  -1.7965335320422965e-01  2.1153182748707251e+00  -2.5319440259757492e-01  -1.3904024081973010e-01  1.2244877812045299e-01  1.5885026598147786e-01  
9.7948289607887572e-16  1.0000000000000004e+00  -2.4762727227103337e-01  1.0997394985497400e+00  -6.9575237039514040e+00  -2.6226877964156579e+01  6.7050797442756753e+00  1.3283790804021592e+01  
-3.8145870496545233e-14  9.9999999999986378e-01  -3.4402197300983633e-01  2.1139290219573881e+00  -5.4742635310227605e-01  -2.6304500939886083e-01  2.8099278093093244e-01  2.1477697129681317e-01  
3.3664536147193567e-15  1.0000000000000131e+00  -2.5761281160667204e-01  1.7266171915843593e+00  -6.5548738237079995e-01  -1.1569974890970971e+00  3.9863473609179045e-01  5.2444676813055580e-01  
-6.0910795982035553e-14  1.0000000000000580e+00  -2.3734847270319409e-01  2.2058325853682073e+00  -3.1011355492067216e-01  -4.5458443859271461e-02  1.4623351056294806e-01  1.3544112513523721e-01  
-8.3891704965944990e-15  1.0000000000000071e+00  -3.5571354524016258e-01  1.3151969940662331e+00  -2.6871400897735009e+00  -5.9367149416132676e+00  2.2752058974345402e+00  2.9085746508023340e+00  
-2.5659382964844362e-14  1.0000000000000298e+00  -1.4408528617547872e-01  1.7591856691056793e+00  -3.2396467592535949e-01  -9.0629221659332448e-01  1.8698266004513608e-01  4.1118581657514713e-01  
-4.7326299139147903e-14  9.9999999999987421e-01  -1.5030374931934193e-01  2.5480394555642776e+00  -1.2764139915835279e-01  2.9813628684777571e-01  5.0937105106290570e-02  4.1865083663006883e-02  
7.1350145619521826e-14  1.0000000000000930e+00  -2.1428636566994530e-01  2.4392128431245683e+00  -2.1176627145851531e-01  2.0237737814433018e-01  8.9708423637867601e-02  6.6918629278878872e-02  
-8.3260463818449843e-15  1.0000000000003100e+00  -2.2248466255226651e-01  1.9735845397457521e+00  -3.8516597268138952e-01  -4.1364516625466913e-01  2.0212232695855933e-01  2.4855759230427077e-01  
-2.6476180178755412e-14  1.0000000000000433e+00  -3.3212929558499404e-01  1.7786166058809103e+00  -8.3481096159903334e-01  -1.0956204497170394e+00  5.0844231754372826e-01  5.1976444129690458e-01  
-5.3973721967892630e-14  1.0000000000000273e+00  -3.9910721312684189e-01  1.9917959515054453e+00  -7.8918441843344433e-01  -5.7868984195860718e-01  4.4254800625838031e-01  3.3729007058227822e-01  
-4.2163906275522688e-14  9.9999999999999667e-01  -1.8809767643287401e-01  1.3933480722703500e+00  -8.5979451054784717e-01  -3.1935927197175902e+00  6.3514179637375601e-01  1.3897445444346528e+00  
1.5754137207867596e-14  1.0000000000000884e+00  -1.9934212748090990e-01  2.1840389656643229e+00  -2.6119706164379364e-01  -5.3443833100449117e-02  1.2297926006970153e-01  1.3512035805835829e-01  
7.4180462582882426e-15  9.9999999999992262e-01  -1.6829100531237023e-01  2.3552922476039697e+00  -1.7800685721318479e-01  1.4617066426296449e-01  7.7117549281254999e-02  7.9246348507378175e-02  
-8.5557887062198665e-14  9.9999999999997946e-01  -2.3847057768712213e-01  2.2034385121183551e+00  -3.1269659218787260e-01  -4.9160587335118952e-02  1.4766579051727693e-01  1.3660047774836459e-01  
6.5762412055971104e-14  9.9999999999992384e-01  -2.2726879541062783e-01  2.3742107600088667e+00  -2.4322129693131278e-01  1.4174736019140460e-01  1.0624741981864400e-01  8.3074495981908303e-02  
2.0219653945529748e-14  1.0000000000000240e+00  -3.4539279451996957e-01  1.4288181194228524e+00  -1.7705226689347764e+00  -3.5980543806535459e+00  1.3645264042191645e+00  1.6814599063591333e+00  
-4.2541086001517315e-14  1.0000000000000007e+00  -3.8586777762974417e-01  1.9971391596270887e+00  -7.4626954399206280e-01  -5.4606370836656892e-01  4.1439102427363134e-01  3.2193898897258910e-01  
